impression_id,age_group,gender,ad_category,platform,region,click_flag,spend_usd,impression_time
657459,18-24,F,Health,Web,Northeast,0,5.82,2023-03-18 16:28:00+00:00
657460,55+,M,Retail,Tablet,South,0,8.26,2023-04-09 02:39:00+00:00
657461,55+,M,Retail,Mobile,South,0,7.395,2023-04-07 12:05:00+00:00
657462,35-44,F,Health,Tablet,Midwest,0,12.7163,2023-04-24 05:16:00+00:00
657463,35-44,F,Housing,Mobile,Midwest,0,6.2,2023-02-05 23:22:00+00:00
657464,55+,M,Retail,Mobile,South,0,12.0687,2023-06-25 07:33:00+00:00
657465,35-44,M,Retail,Tablet,Midwest,1,11.6738,2023-06-29 11:59:00+00:00
657466,45-54,F,Retail,Mobile,West,1,12.36,2023-05-24 23:54:00+00:00
657467,18-24,F,Auto,Mobile,Northeast,0,3.1637,2023-02-21 03:33:00+00:00
657468,55+,F,Auto,Mobile,South,1,12.8138,2023-06-01 19:04:00+00:00
657469,45-54,F,News,Mobile,West,0,14.9,2023-05-31 06:21:00+00:00
657470,45-54,F,Finance,Web,West,0,1.0137,2023-06-21 03:58:00+00:00
657471,55+,F,Health,Mobile,South,1,12.53,2023-01-05 16:43:00+00:00
657472,35-44,F,Health,Web,Midwest,0,8.48,2023-04-20 01:41:00+00:00
657473,45-54,M,Auto,Tablet,West,0,1.1963,2023-02-27 21:42:00+00:00
657474,55+,M,Retail,Web,South,0,4.2763,2023-04-12 05:14:00+00:00
657475,55+,M,Retail,Web,South,0,13.8,2023-04-06 11:22:00+00:00
657476,35-44,F,Auto,Tablet,Midwest,0,3.9263,2023-03-23 21:54:00+00:00
657477,55+,F,Housing,Web,South,0,1.2688,2023-05-16 15:36:00+00:00
657478,35-44,F,Housing,Web,Midwest,1,10.52,2023-05-12 11:10:00+00:00
657479,18-24,M,Finance,Mobile,Northeast,1,9.4125,2023-06-20 02:58:00+00:00
657480,25-34,F,Finance,Mobile,Southeast,0,11.9475,2023-01-19 06:45:00+00:00
657481,18-24,F,Housing,Mobile,Northeast,0,7.64,2023-05-28 03:55:00+00:00
657482,55+,F,Housing,Tablet,South,1,2.4275,2023-02-12 06:57:00+00:00
657483,18-24,M,Retail,Web,Northeast,0,5.615,2023-02-02 20:47:00+00:00
657484,55+,F,Housing,Tablet,South,1,10.26,2023-06-28 10:25:00+00:00
657485,35-44,M,Finance,Mobile,Midwest,0,5.48,2023-04-15 08:40:00+00:00
657486,55+,F,Health,Tablet,South,0,9.1538,2023-05-24 11:37:00+00:00
657487,45-54,M,Auto,Mobile,West,1,10.74,2023-05-23 22:54:00+00:00
657488,18-24,F,Health,Web,Northeast,0,7.2012,2023-01-02 01:17:00+00:00
657489,55+,F,Housing,Web,South,0,5.45,2023-01-01 00:42:00+00:00
657490,45-54,M,Health,Mobile,West,1,11.96,2023-04-14 07:06:00+00:00
657491,55+,F,Housing,Tablet,South,0,11.5325,2023-05-27 02:29:00+00:00
657492,18-24,F,Housing,Tablet,Northeast,0,2.6463,2023-04-08 13:31:00+00:00
657493,55+,F,Health,Tablet,South,0,14.22,2023-06-06 00:48:00+00:00
657494,35-44,M,News,Web,Midwest,1,9.8537,2023-02-13 19:49:00+00:00
657495,18-24,F,Auto,Web,Northeast,0,6.3662,2023-05-14 13:10:00+00:00
657496,55+,M,Finance,Mobile,South,0,5.52,2023-03-03 01:51:00+00:00
657497,18-24,M,Finance,Tablet,Northeast,1,9.9325,2023-03-28 02:38:00+00:00
657498,35-44,F,Housing,Web,Midwest,0,0.5962,2023-05-18 05:19:00+00:00
657499,35-44,M,News,Mobile,Midwest,0,14.68,2023-04-30 23:51:00+00:00
657500,25-34,F,News,Web,Southeast,0,8.0888,2023-06-01 07:30:00+00:00
657501,25-34,F,Housing,Web,Northeast,0,12.78,2023-05-25 12:46:00+00:00
657502,55+,M,News,Mobile,South,0,13.66,2023-01-29 04:21:00+00:00
657503,25-34,F,Finance,Tablet,Southeast,0,10.6725,2023-02-08 02:14:00+00:00
657504,18-24,F,Auto,Web,Northeast,0,8.2438,2023-02-05 11:05:00+00:00
657505,45-54,M,Health,Mobile,West,0,7.2,2023-02-15 21:57:00+00:00
657506,45-54,M,Health,Web,West,0,7.935,2023-03-30 04:29:00+00:00
657507,35-44,M,News,Tablet,Midwest,1,12.0512,2023-06-11 17:48:00+00:00
657508,18-24,F,Health,Tablet,Northeast,1,15.16,2023-05-04 03:43:00+00:00
657509,25-34,F,Retail,Mobile,Southeast,0,8.8413,2023-01-14 01:53:00+00:00
657510,25-34,M,Auto,Mobile,Southeast,0,2.0425,2023-01-15 02:02:00+00:00
657511,25-34,M,Health,Tablet,Southeast,0,11.4,2023-06-05 23:39:00+00:00
657512,18-24,F,Auto,Mobile,Northeast,1,2.775,2023-01-21 20:37:00+00:00
657513,18-24,F,Health,Mobile,Northeast,0,3.6938,2023-03-17 03:53:00+00:00
657514,35-44,F,Health,Tablet,Midwest,0,5.64,2023-05-28 03:38:00+00:00
657515,45-54,M,Auto,Web,West,0,5.1537,2023-01-24 11:20:00+00:00
657516,55+,F,Auto,Tablet,South,0,6.83,2023-04-15 08:57:00+00:00
657517,45-54,F,Retail,Mobile,West,0,15.32,2023-06-01 07:13:00+00:00
657518,35-44,F,Auto,Mobile,Midwest,1,6.3838,2023-03-29 03:55:00+00:00
657519,35-44,M,Retail,Mobile,Midwest,0,12.0962,2023-06-27 21:42:00+00:00
657520,35-44,F,Health,Tablet,Midwest,1,9.72,2023-04-22 15:50:00+00:00
657521,45-54,F,Finance,Mobile,West,0,6.3875,2023-04-21 14:32:00+00:00
657522,18-24,F,Auto,Tablet,Northeast,1,1.07,2023-05-17 16:19:00+00:00
657523,18-24,F,Health,Tablet,Northeast,0,10.1,2023-03-12 10:27:00+00:00
657524,35-44,F,Auto,Tablet,Midwest,1,11.335,2023-01-09 20:44:00+00:00
657525,25-34,F,News,Tablet,Southeast,0,5.7938,2023-03-17 03:19:00+00:00
657526,25-34,M,Health,Tablet,Southeast,0,10.32,2023-01-22 21:37:00+00:00
657527,45-54,M,Housing,Web,West,1,6.7213,2023-02-27 09:16:00+00:00
657528,25-34,M,Housing,Tablet,Southeast,0,5.7775,2023-03-04 14:43:00+00:00
657529,55+,F,Housing,Web,South,1,10.72,2023-03-23 09:54:00+00:00
657530,55+,M,News,Web,South,1,11.4113,2023-04-20 01:32:00+00:00
657531,25-34,M,Health,Mobile,Southeast,1,6.2225,2023-04-29 10:34:00+00:00
657532,18-24,F,Health,Mobile,Northeast,0,10.58,2023-01-15 02:36:00+00:00
657533,55+,F,Health,Web,South,0,3.9287,2023-06-13 07:06:00+00:00
657534,18-24,F,Housing,Tablet,Northeast,0,5.3362,2023-06-19 13:58:00+00:00
657535,25-34,M,Auto,Tablet,Southeast,0,8.26,2023-03-20 06:45:00+00:00
657536,45-54,F,Finance,Web,West,0,4.37,2023-02-06 00:48:00+00:00
657537,55+,F,Housing,Web,South,1,7.5312,2023-06-15 09:23:00+00:00
657538,45-54,M,Housing,Tablet,West,0,6.92,2023-02-21 15:33:00+00:00
657539,18-24,F,Health,Web,Northeast,0,8.05,2023-02-10 16:40:00+00:00
657540,18-24,M,Retail,Mobile,Northeast,0,11.935,2023-03-30 04:55:00+00:00
657541,18-24,F,Housing,Tablet,Northeast,0,9.76,2023-04-24 05:16:00+00:00
657542,18-24,F,Health,Tablet,Northeast,0,6.7562,2023-05-26 13:03:00+00:00
657543,25-34,F,Retail,Mobile,Southeast,1,3.3325,2023-04-17 10:40:00+00:00
657544,25-34,F,Finance,Mobile,Southeast,1,6.04,2023-01-28 15:21:00+00:00
657545,55+,M,News,Web,South,0,4.625,2023-03-22 20:11:00+00:00
657546,45-54,F,Retail,Mobile,West,0,12.6837,2023-05-08 19:43:00+00:00
657547,55+,M,Finance,Tablet,South,0,11.42,2023-06-06 12:48:00+00:00
657548,18-24,F,Auto,Web,Northeast,0,2.9962,2023-04-28 21:59:00+00:00
657549,25-34,F,Retail,Tablet,Southeast,0,12.7637,2023-06-01 19:30:00+00:00
657550,25-34,F,Retail,Tablet,Southeast,0,8.64,2023-04-08 13:56:00+00:00
657551,25-34,F,Housing,Web,Northeast,0,13.8,2023-05-16 15:53:00+00:00
657552,18-24,F,Auto,Web,Northeast,0,8.5938,2023-05-16 03:02:00+00:00
657553,25-34,M,Housing,Web,Southeast,1,7.6,2023-01-06 05:09:00+00:00
657554,55+,F,Auto,Web,South,1,12.7,2023-06-10 16:31:00+00:00
657555,25-34,F,News,Web,Southeast,1,5.255,2023-01-25 12:46:00+00:00
657556,25-34,F,News,Web,Southeast,0,8.28,2023-06-09 03:39:00+00:00
657557,35-44,M,Finance,Mobile,Midwest,1,7.35,2023-03-22 08:20:00+00:00
657558,35-44,M,News,Mobile,Midwest,0,7.305,2023-02-14 20:49:00+00:00
657559,35-44,M,Finance,Tablet,Midwest,1,7.64,2023-05-08 19:09:00+00:00
657560,45-54,M,Auto,Tablet,West,1,3.4087,2023-01-28 15:46:00+00:00
657561,35-44,F,Housing,Mobile,Midwest,0,4.7462,2023-03-19 05:11:00+00:00
657562,35-44,M,Finance,Tablet,Midwest,0,12.6,2023-05-16 15:19:00+00:00
657563,35-44,M,Finance,Tablet,Midwest,1,12.7975,2023-06-28 22:16:00+00:00
657564,25-34,F,Finance,Web,Southeast,1,5.2012,2023-03-03 01:34:00+00:00
657565,25-34,M,Housing,Mobile,Southeast,0,9.3,2023-01-11 10:27:00+00:00
657566,55+,F,Auto,Tablet,South,1,5.8375,2023-04-01 06:12:00+00:00
657567,35-44,F,Housing,Mobile,Midwest,1,7.79,2023-02-22 16:07:00+00:00
657568,35-44,F,Auto,Mobile,Midwest,1,15.46,2023-05-19 18:54:00+00:00
657569,35-44,M,Retail,Web,Midwest,0,5.3975,2023-03-20 06:19:00+00:00
657570,55+,F,Housing,Mobile,South,0,4.7225,2023-05-19 18:54:00+00:00
657571,25-34,M,Housing,Tablet,Southeast,1,11.24,2023-04-18 11:49:00+00:00
657572,25-34,F,News,Tablet,Southeast,0,8.0412,2023-02-23 17:24:00+00:00
657573,18-24,F,Health,Tablet,Northeast,1,3.2837,2023-01-08 19:01:00+00:00
657574,55+,M,Finance,Mobile,South,1,12.2,2023-02-25 19:42:00+00:00
657575,35-44,F,Housing,Tablet,Midwest,0,1.855,2023-03-06 04:17:00+00:00
657576,25-34,M,Health,Mobile,Southeast,0,12.795,2023-06-26 20:50:00+00:00
657577,35-44,F,Health,Tablet,Midwest,0,9.96,2023-04-14 07:06:00+00:00
657578,18-24,M,News,Mobile,Northeast,0,2.4787,2023-03-25 23:54:00+00:00
657579,45-54,M,Health,Tablet,West,0,9.695,2023-01-17 04:28:00+00:00
657580,35-44,F,Housing,Mobile,Midwest,0,7.2,2023-02-15 09:49:00+00:00
657581,55+,F,Housing,Mobile,South,1,2.3738,2023-05-20 19:02:00+00:00
657582,45-54,F,Finance,Web,West,0,10.5075,2023-01-27 14:03:00+00:00
657583,35-44,M,News,Web,Midwest,0,6.28,2023-05-20 07:54:00+00:00
657584,45-54,F,Retail,Mobile,West,1,7.7613,2023-05-30 17:21:00+00:00
657585,25-34,F,News,Tablet,Southeast,0,9.3475,2023-01-19 06:02:00+00:00
657586,35-44,F,Auto,Web,Midwest,0,8.02,2023-06-16 22:49:00+00:00
657587,25-34,M,Health,Tablet,Southeast,1,1.5975,2023-06-28 22:16:00+00:00
657588,25-34,F,Finance,Web,Southeast,0,10.805,2023-03-26 12:37:00+00:00
657589,18-24,M,News,Mobile,Northeast,0,14.32,2023-05-02 01:34:00+00:00
657590,18-24,M,Finance,Mobile,Northeast,0,5.1225,2023-04-09 02:48:00+00:00
657591,55+,F,Health,Tablet,South,0,3.9162,2023-06-23 05:24:00+00:00
657592,18-24,F,Housing,Mobile,Northeast,1,8.84,2023-05-08 19:01:00+00:00
657593,25-34,F,Finance,Tablet,Southeast,0,3.1713,2023-01-18 17:11:00+00:00
657594,35-44,M,News,Tablet,Midwest,0,8.945,2023-03-18 04:28:00+00:00
657595,25-34,M,Auto,Mobile,Southeast,1,10.12,2023-06-21 15:24:00+00:00
657596,55+,M,News,Mobile,South,1,1.5925,2023-06-24 18:16:00+00:00
657597,35-44,M,Retail,Mobile,Midwest,0,6.5738,2023-04-30 11:42:00+00:00
657598,25-34,M,Housing,Tablet,Southeast,0,9.78,2023-06-24 06:59:00+00:00
657599,35-44,M,News,Tablet,Midwest,1,8.365,2023-05-13 12:36:00+00:00
657600,35-44,F,Auto,Web,Midwest,0,11.5425,2023-02-04 10:22:00+00:00
657601,25-34,F,Housing,Web,Northeast,0,10.1,2023-02-20 14:24:00+00:00
657602,45-54,F,News,Web,West,0,0.7963,2023-06-07 13:05:00+00:00
657603,18-24,M,Finance,Mobile,Northeast,0,7.8575,2023-03-28 14:55:00+00:00
657604,25-34,M,Health,Tablet,Southeast,0,6.68,2023-03-21 19:11:00+00:00
657605,18-24,F,Auto,Web,Northeast,0,7.915,2023-04-03 20:04:00+00:00
657606,25-34,F,News,Mobile,Southeast,0,2.4125,2023-03-12 10:18:00+00:00
657607,35-44,F,Health,Web,Midwest,0,12.04,2023-05-08 19:35:00+00:00
657608,25-34,F,Retail,Mobile,Southeast,0,4.6513,2023-01-22 09:45:00+00:00
657609,35-44,F,Health,Web,Midwest,0,12.0288,2023-04-14 07:57:00+00:00
657610,18-24,M,Finance,Web,Northeast,0,12.18,2023-02-24 18:42:00+00:00
657611,55+,M,Finance,Mobile,South,0,12.2363,2023-01-30 05:55:00+00:00
657612,18-24,M,News,Mobile,Northeast,0,4.4875,2023-01-11 22:27:00+00:00
657613,55+,M,Finance,Web,South,0,6.06,2023-03-10 20:35:00+00:00
657614,45-54,M,Health,Mobile,West,0,10.3575,2023-03-08 06:43:00+00:00
657615,35-44,F,Housing,Tablet,Midwest,0,9.2675,2023-06-24 06:42:00+00:00
657616,35-44,M,Retail,Web,Midwest,0,6.08,2023-05-30 05:47:00+00:00
657617,25-34,F,News,Tablet,Southeast,0,8.8812,2023-02-15 09:40:00+00:00
657618,35-44,F,Auto,Tablet,Midwest,0,3.2012,2023-03-23 09:45:00+00:00
657619,18-24,F,Auto,Web,Northeast,1,11.0,2023-02-05 23:47:00+00:00
657620,25-34,F,Retail,Tablet,Southeast,1,5.7213,2023-02-27 09:33:00+00:00
657621,45-54,M,Housing,Tablet,West,0,9.845,2023-04-27 20:50:00+00:00
657622,25-34,F,News,Web,Southeast,0,7.94,2023-05-03 02:08:00+00:00
657623,45-54,F,Retail,Web,West,0,4.7888,2023-06-21 15:33:00+00:00
657624,25-34,M,Housing,Mobile,Southeast,0,1.94,2023-04-03 08:30:00+00:00
657625,18-24,M,Retail,Mobile,Northeast,1,10.88,2023-03-11 09:52:00+00:00
657626,35-44,M,Finance,Mobile,Midwest,0,7.735,2023-03-30 04:46:00+00:00
657627,35-44,M,Retail,Mobile,Midwest,1,8.2937,2023-03-17 03:53:00+00:00
657628,18-24,F,Health,Tablet,Northeast,0,8.56,2023-02-23 05:16:00+00:00
657629,35-44,F,Housing,Tablet,Midwest,0,4.8262,2023-01-02 13:17:00+00:00
657630,45-54,F,Finance,Mobile,West,1,2.965,2023-05-13 12:27:00+00:00
657631,45-54,F,News,Tablet,West,0,9.56,2023-01-04 03:43:00+00:00
657632,35-44,F,Housing,Tablet,Midwest,0,7.5088,2023-06-17 23:49:00+00:00
657633,25-34,F,Retail,Web,Southeast,0,0.5837,2023-03-09 19:18:00+00:00
657634,55+,M,Finance,Tablet,South,0,13.44,2023-04-28 09:33:00+00:00
657635,25-34,M,Housing,Mobile,Southeast,0,6.3312,2023-02-15 09:40:00+00:00
657636,35-44,M,Finance,Web,Midwest,1,1.9312,2023-05-06 17:52:00+00:00
657637,45-54,F,Retail,Mobile,West,1,6.8,2023-06-15 21:57:00+00:00
657638,55+,F,Housing,Tablet,South,1,10.1762,2023-04-12 05:31:00+00:00
657639,35-44,M,News,Mobile,Midwest,0,8.2338,2023-04-18 11:23:00+00:00
657640,25-34,M,Health,Web,Southeast,0,9.08,2023-06-09 03:39:00+00:00
657641,18-24,M,News,Web,Northeast,1,4.5637,2023-05-12 11:18:00+00:00
657642,25-34,F,Finance,Tablet,Southeast,1,12.755,2023-05-25 12:37:00+00:00
657643,35-44,F,Health,Mobile,Midwest,0,11.08,2023-01-20 19:28:00+00:00
657644,25-34,F,Retail,Web,Southeast,0,0.97,2023-03-18 16:02:00+00:00
657645,35-44,F,Health,Mobile,Midwest,0,8.3225,2023-04-29 10:34:00+00:00
657646,35-44,M,Retail,Mobile,Midwest,1,5.58,2023-06-14 20:14:00+00:00
657647,18-24,M,Retail,Tablet,Northeast,0,3.5425,2023-03-16 02:19:00+00:00
657648,55+,F,Auto,Mobile,South,0,6.5,2023-03-22 08:20:00+00:00
657649,55+,M,Retail,Web,South,0,10.58,2023-05-15 14:53:00+00:00
657650,55+,F,Housing,Tablet,South,1,10.7662,2023-02-03 21:04:00+00:00
657651,25-34,F,Housing,Web,Northeast,1,12.1,2023-01-31 06:38:00+00:00
657652,35-44,F,Health,Mobile,Midwest,1,12.32,2023-05-22 21:37:00+00:00
657653,35-44,M,Retail,Web,Midwest,0,6.6588,2023-04-18 23:15:00+00:00
657654,45-54,F,Finance,Web,West,0,8.8775,2023-04-13 06:06:00+00:00
657655,55+,M,News,Tablet,South,1,11.86,2023-04-09 02:48:00+00:00
657656,35-44,M,News,Web,Midwest,0,9.8438,2023-04-06 11:47:00+00:00
657657,25-34,M,Auto,Mobile,Southeast,1,3.2825,2023-05-27 02:29:00+00:00
657658,55+,F,Auto,Tablet,South,0,9.94,2023-03-24 10:37:00+00:00
657659,25-34,M,Housing,Mobile,Southeast,0,12.4975,2023-02-08 14:31:00+00:00
657660,25-34,M,Auto,Web,Southeast,0,7.5613,2023-01-10 09:35:00+00:00
657661,45-54,F,News,Web,West,0,10.22,2023-02-06 00:22:00+00:00
657662,35-44,M,Retail,Web,Midwest,0,9.7088,2023-05-28 15:46:00+00:00
657663,45-54,M,Housing,Web,West,0,1.1575,2023-03-08 06:35:00+00:00
657664,18-24,M,Finance,Tablet,Northeast,0,14.58,2023-02-24 06:16:00+00:00
657665,55+,M,Retail,Web,South,0,3.335,2023-03-10 20:18:00+00:00
657666,18-24,M,Finance,Mobile,Northeast,0,12.3537,2023-03-05 03:51:00+00:00
657667,25-34,F,News,Web,Southeast,1,6.78,2023-06-14 20:40:00+00:00
657668,35-44,M,Finance,Mobile,Midwest,0,6.995,2023-06-06 12:48:00+00:00
657669,55+,M,News,Tablet,South,0,5.9275,2023-06-12 06:57:00+00:00
657670,25-34,F,Retail,Tablet,Southeast,1,13.92,2023-01-02 01:25:00+00:00
657671,25-34,F,Finance,Tablet,Southeast,0,2.865,2023-04-23 04:50:00+00:00
657672,55+,F,Auto,Mobile,South,0,12.685,2023-04-19 12:58:00+00:00
657673,35-44,F,Housing,Mobile,Midwest,1,9.66,2023-06-18 00:24:00+00:00
657674,45-54,M,Health,Mobile,West,0,8.4988,2023-03-21 07:37:00+00:00
657675,55+,M,Finance,Mobile,South,0,3.3275,2023-02-12 06:06:00+00:00
657676,55+,M,Finance,Tablet,South,0,11.64,2023-05-08 19:43:00+00:00
657677,55+,M,Retail,Web,South,0,8.11,2023-03-30 16:46:00+00:00
657678,45-54,M,Housing,Web,West,0,4.6125,2023-02-20 02:15:00+00:00
657679,35-44,M,News,Mobile,Midwest,0,6.42,2023-05-27 14:46:00+00:00
657680,55+,M,News,Web,South,0,5.925,2023-04-11 04:48:00+00:00
657681,35-44,F,Housing,Tablet,Midwest,1,4.3325,2023-03-08 18:00:00+00:00
657682,35-44,F,Health,Web,Midwest,0,9.12,2023-01-22 09:54:00+00:00
657683,35-44,M,News,Mobile,Midwest,0,5.9988,2023-03-21 07:45:00+00:00
657684,35-44,F,Housing,Web,Midwest,0,5.4375,2023-03-12 22:10:00+00:00
657685,18-24,F,Housing,Mobile,Northeast,0,8.46,2023-02-18 00:15:00+00:00
657686,35-44,F,Auto,Tablet,Midwest,0,11.6425,2023-02-04 10:47:00+00:00
657687,35-44,F,Auto,Mobile,Midwest,0,7.2088,2023-06-17 23:15:00+00:00
657688,55+,M,Finance,Mobile,South,0,11.48,2023-03-21 07:28:00+00:00
657689,35-44,M,News,Tablet,Midwest,0,11.7225,2023-01-19 18:54:00+00:00
657690,55+,M,Finance,Tablet,South,0,5.395,2023-02-26 20:08:00+00:00
657691,45-54,F,Finance,Tablet,West,0,12.6,2023-02-05 23:30:00+00:00
657692,45-54,F,Retail,Web,West,1,9.8675,2023-06-04 22:56:00+00:00
657693,55+,F,Auto,Web,South,0,7.95,2023-01-21 08:11:00+00:00
657694,18-24,F,Auto,Web,Northeast,0,15.04,2023-04-08 01:39:00+00:00
657695,18-24,M,Finance,Web,Northeast,1,7.3037,2023-05-04 03:17:00+00:00
657696,55+,F,Health,Mobile,South,0,10.605,2023-04-15 20:14:00+00:00
657697,45-54,M,Health,Mobile,West,0,14.14,2023-04-23 04:07:00+00:00
657698,45-54,M,Auto,Mobile,West,0,4.6925,2023-02-04 10:39:00+00:00
657699,25-34,M,Auto,Tablet,Southeast,1,11.0125,2023-05-11 10:52:00+00:00
657700,45-54,F,News,Mobile,West,0,7.52,2023-01-02 13:17:00+00:00
657701,25-34,F,Housing,Web,Northeast,0,13.44,2023-04-08 13:39:00+00:00
657702,55+,M,Retail,Mobile,South,1,6.3925,2023-02-24 18:07:00+00:00
657703,35-44,M,News,Tablet,Midwest,0,11.26,2023-05-29 04:29:00+00:00
657704,45-54,M,Health,Tablet,West,0,7.84,2023-02-02 08:38:00+00:00
657705,35-44,M,Finance,Tablet,Midwest,0,4.9713,2023-05-18 17:28:00+00:00
657706,18-24,F,Housing,Mobile,Northeast,0,14.2,2023-03-17 15:36:00+00:00
657707,35-44,F,Housing,Tablet,Midwest,0,2.1712,2023-02-07 01:48:00+00:00
657708,18-24,F,Health,Mobile,Northeast,0,6.72,2023-04-07 00:22:00+00:00
657709,45-54,M,Housing,Mobile,West,1,11.9,2023-01-01 00:25:00+00:00
657710,45-54,F,News,Mobile,West,0,6.4013,2023-02-11 17:23:00+00:00
657711,18-24,M,Retail,Web,Northeast,1,5.2675,2023-04-25 06:24:00+00:00
657712,25-34,M,Housing,Web,Southeast,0,14.66,2023-03-20 18:11:00+00:00
657713,25-34,M,Housing,Web,Southeast,1,3.38,2023-06-14 08:57:00+00:00
657714,18-24,M,Finance,Tablet,Northeast,0,2.7938,2023-03-17 03:27:00+00:00
657715,35-44,F,Housing,Mobile,Midwest,1,8.9,2023-05-11 22:35:00+00:00
657716,55+,M,News,Tablet,South,1,10.9238,2023-04-30 11:59:00+00:00
657717,35-44,M,Retail,Mobile,Midwest,1,8.5575,2023-05-07 06:18:00+00:00
657718,25-34,M,Housing,Web,Southeast,0,8.92,2023-02-01 19:21:00+00:00
657719,45-54,M,Health,Web,West,1,3.9362,2023-01-10 21:44:00+00:00
657720,18-24,M,Finance,Tablet,Northeast,0,7.6775,2023-01-03 14:00:00+00:00
657721,35-44,M,News,Web,Midwest,1,13.88,2023-05-20 19:02:00+00:00
657722,18-24,M,Finance,Mobile,Northeast,1,11.4812,2023-01-26 01:20:00+00:00
657723,18-24,M,Finance,Web,Northeast,0,7.8963,2023-06-07 13:05:00+00:00
657724,18-24,F,Housing,Mobile,Northeast,1,9.34,2023-06-22 04:16:00+00:00
657725,18-24,M,Retail,Web,Northeast,1,9.3025,2023-05-23 10:46:00+00:00
657726,55+,M,News,Tablet,South,0,4.6338,2023-03-09 19:52:00+00:00
657727,25-34,F,News,Tablet,Southeast,0,10.56,2023-02-03 09:21:00+00:00
657728,35-44,M,News,Mobile,Midwest,1,6.195,2023-02-26 20:33:00+00:00
657729,35-44,F,Auto,Mobile,Midwest,1,11.7975,2023-02-28 22:59:00+00:00
657730,55+,M,News,Tablet,South,1,8.18,2023-05-15 14:44:00+00:00
657731,25-34,M,Auto,Tablet,Southeast,1,10.6425,2023-02-24 18:07:00+00:00
657732,18-24,F,Health,Web,Northeast,1,6.1363,2023-05-10 21:44:00+00:00
657733,18-24,M,Finance,Tablet,Northeast,0,5.66,2023-01-09 20:44:00+00:00
