impression_id,age_group,gender,ad_category,platform,region,click_flag,spend_usd,impression_time
703409,35-44,F,Housing,Mobile,Midwest,1,7.3675,2023-02-04 22:13:00+00:00
703417,18-24,F,Housing,Web,Northeast,0,10.18,2023-05-15 02:44:00+00:00
703421,35-44,F,Housing,Web,Midwest,1,3.2375,2023-04-21 14:58:00+00:00
703439,55+,F,Housing,Tablet,South,1,4.9725,2023-02-08 02:56:00+00:00
703442,18-24,F,Housing,Mobile,Northeast,0,1.9725,2023-06-08 02:22:00+00:00
703444,35-44,F,Housing,Mobile,Midwest,1,10.36,2023-01-24 23:37:00+00:00
703451,25-34,F,Housing,Tablet,Northeast,0,8.76,2023-03-05 15:26:00+00:00
703457,55+,F,Housing,Tablet,South,0,4.005,2023-03-26 12:03:00+00:00
703469,35-44,F,Housing,Mobile,Midwest,1,3.59,2023-02-02 08:13:00+00:00
703475,55+,F,Housing,Tablet,South,0,5.0625,2023-04-21 02:07:00+00:00
703476,35-44,F,Housing,Web,Midwest,0,1.5137,2023-04-02 19:47:00+00:00
703481,18-24,F,Housing,Web,Northeast,0,2.4125,2023-01-31 18:21:00+00:00
703500,35-44,F,Housing,Mobile,Midwest,1,1.0337,2023-05-08 19:01:00+00:00
703501,25-34,F,Housing,Web,Northeast,1,13.12,2023-03-23 09:11:00+00:00
703509,35-44,F,Housing,Mobile,Midwest,0,7.4238,2023-04-10 03:05:00+00:00
703519,35-44,F,Housing,Tablet,Midwest,0,8.02,2023-06-16 10:06:00+00:00
703551,25-34,F,Housing,Tablet,Northeast,0,13.58,2023-01-05 04:52:00+00:00
703552,18-24,F,Housing,Tablet,Northeast,0,13.28,2023-03-31 05:04:00+00:00
703576,55+,F,Housing,Web,South,0,11.02,2023-02-06 00:05:00+00:00
703580,55+,F,Housing,Mobile,South,0,10.5563,2023-01-26 13:03:00+00:00
703582,55+,F,Housing,Web,South,0,7.6,2023-05-06 05:35:00+00:00
703583,55+,F,Housing,Web,South,0,1.5325,2023-01-27 02:55:00+00:00
703586,35-44,F,Housing,Web,Midwest,0,8.7937,2023-04-26 19:50:00+00:00
703587,55+,F,Housing,Mobile,South,0,9.305,2023-03-26 12:12:00+00:00
703594,18-24,F,Housing,Web,Northeast,0,15.36,2023-04-24 05:33:00+00:00
703601,25-34,F,Housing,Tablet,Northeast,0,7.44,2023-02-27 09:08:00+00:00
703651,25-34,F,Housing,Web,Northeast,0,14.2,2023-02-05 23:30:00+00:00
703652,35-44,F,Housing,Mobile,Midwest,1,4.9787,2023-06-13 07:31:00+00:00
703659,35-44,F,Housing,Mobile,Midwest,0,3.7763,2023-05-02 13:00:00+00:00
703663,18-24,F,Housing,Mobile,Northeast,0,10.44,2023-05-08 07:43:00+00:00
703683,55+,F,Housing,Tablet,South,0,2.7563,2023-05-26 13:46:00+00:00
703701,25-34,F,Housing,Web,Northeast,0,14.96,2023-02-03 21:39:00+00:00
703704,35-44,F,Housing,Web,Midwest,0,8.2963,2023-06-07 13:39:00+00:00
703719,55+,F,Housing,Web,South,0,9.2225,2023-02-08 02:31:00+00:00
703743,55+,F,Housing,Mobile,South,0,12.4925,2023-04-05 10:47:00+00:00
703745,18-24,F,Housing,Tablet,Northeast,0,8.8012,2023-01-22 09:03:00+00:00
703750,35-44,F,Housing,Mobile,Midwest,0,12.98,2023-06-24 18:07:00+00:00
703751,25-34,F,Housing,Tablet,Northeast,0,7.98,2023-04-15 20:49:00+00:00
703758,18-24,F,Housing,Web,Northeast,1,5.8675,2023-06-24 06:59:00+00:00
703781,35-44,F,Housing,Mobile,Midwest,0,10.455,2023-02-14 20:57:00+00:00
703785,55+,F,Housing,Web,South,0,4.0425,2023-06-04 10:56:00+00:00
703788,55+,F,Housing,Mobile,South,1,7.3425,2023-01-15 02:19:00+00:00
703793,55+,F,Housing,Tablet,South,0,3.99,2023-03-14 00:27:00+00:00
703794,55+,F,Housing,Mobile,South,0,6.7038,2023-05-24 11:11:00+00:00
703796,35-44,F,Housing,Tablet,Midwest,0,11.9887,2023-01-12 23:10:00+00:00
703800,55+,F,Housing,Web,South,0,5.1063,2023-04-16 21:23:00+00:00
703801,25-34,F,Housing,Mobile,Northeast,0,7.7,2023-04-01 18:38:00+00:00
703805,35-44,F,Housing,Mobile,Midwest,1,9.5312,2023-02-15 09:15:00+00:00
703808,35-44,F,Housing,Tablet,Midwest,1,12.2025,2023-03-04 02:00:00+00:00
703810,55+,F,Housing,Web,South,0,10.0,2023-03-27 13:03:00+00:00
703811,18-24,F,Housing,Web,Northeast,1,6.4887,2023-02-01 07:21:00+00:00
703816,35-44,F,Housing,Tablet,Midwest,0,12.86,2023-03-30 16:46:00+00:00
703818,35-44,F,Housing,Mobile,Midwest,1,12.8987,2023-06-09 15:39:00+00:00
703823,18-24,F,Housing,Web,Northeast,1,0.6487,2023-06-09 15:05:00+00:00
703826,55+,F,Housing,Mobile,South,1,7.3325,2023-05-27 02:20:00+00:00
703835,35-44,F,Housing,Mobile,Midwest,0,11.94,2023-02-22 16:24:00+00:00
703842,55+,F,Housing,Web,South,0,9.4575,2023-03-28 14:46:00+00:00
703845,55+,F,Housing,Tablet,South,0,12.7912,2023-06-23 17:33:00+00:00
703851,25-34,F,Housing,Web,Northeast,1,10.46,2023-05-29 16:38:00+00:00
703861,35-44,F,Housing,Mobile,Midwest,0,7.94,2023-05-23 22:20:00+00:00
703887,18-24,F,Housing,Mobile,Northeast,1,11.59,2023-06-02 08:38:00+00:00
703890,35-44,F,Housing,Web,Midwest,0,2.3563,2023-05-26 13:29:00+00:00
703901,25-34,F,Housing,Web,Northeast,0,8.9,2023-04-21 14:50:00+00:00
703902,55+,F,Housing,Mobile,South,1,3.4075,2023-01-27 14:55:00+00:00
703922,55+,F,Housing,Web,South,0,6.2012,2023-01-02 01:00:00+00:00
703923,18-24,F,Housing,Web,Northeast,1,12.0875,2023-06-20 14:58:00+00:00
703926,35-44,F,Housing,Web,Midwest,0,7.44,2023-01-13 00:10:00+00:00
703939,55+,F,Housing,Web,South,0,10.18,2023-04-05 10:04:00+00:00
703946,18-24,F,Housing,Mobile,Northeast,0,3.7388,2023-06-21 15:50:00+00:00
703951,25-34,F,Housing,Mobile,Northeast,0,9.82,2023-02-06 12:30:00+00:00
703974,55+,F,Housing,Tablet,South,0,12.3688,2023-06-05 23:05:00+00:00
703995,35-44,F,Housing,Web,Midwest,0,3.2375,2023-03-12 22:27:00+00:00
704001,25-34,F,Housing,Web,Northeast,0,7.2,2023-05-26 01:03:00+00:00
704002,55+,F,Housing,Web,South,0,11.58,2023-06-14 08:06:00+00:00
704013,18-24,F,Housing,Web,Northeast,0,7.3913,2023-06-23 17:50:00+00:00
704017,55+,F,Housing,Tablet,South,0,7.0,2023-02-05 11:47:00+00:00
704028,18-24,F,Housing,Mobile,Northeast,0,5.285,2023-03-10 20:35:00+00:00
704044,55+,F,Housing,Tablet,South,0,5.5,2023-01-21 20:45:00+00:00
704047,35-44,F,Housing,Web,Midwest,0,9.18,2023-02-14 20:23:00+00:00
704050,18-24,F,Housing,Tablet,Northeast,0,11.52,2023-05-22 21:37:00+00:00
704051,25-34,F,Housing,Web,Northeast,0,7.62,2023-01-07 06:26:00+00:00
704070,18-24,F,Housing,Web,Northeast,0,11.5237,2023-06-09 03:39:00+00:00
704071,18-24,F,Housing,Web,Northeast,1,8.16,2023-01-14 01:44:00+00:00
704073,18-24,F,Housing,Web,Northeast,1,9.6687,2023-02-05 23:56:00+00:00
704091,18-24,F,Housing,Tablet,Northeast,1,4.615,2023-02-02 20:47:00+00:00
704094,35-44,F,Housing,Mobile,Midwest,0,7.9625,2023-04-01 18:12:00+00:00
704095,35-44,F,Housing,Tablet,Midwest,0,14.36,2023-03-25 11:03:00+00:00
704101,25-34,F,Housing,Tablet,Northeast,0,14.68,2023-02-09 15:22:00+00:00
704106,18-24,F,Housing,Web,Northeast,0,4.3163,2023-06-03 21:04:00+00:00
704112,35-44,F,Housing,Web,Midwest,1,3.3625,2023-05-31 18:30:00+00:00
704123,55+,F,Housing,Web,South,0,0.8025,2023-05-23 10:46:00+00:00
704127,18-24,F,Housing,Mobile,Northeast,0,1.8162,2023-06-03 21:30:00+00:00
704131,55+,F,Housing,Mobile,South,0,13.82,2023-05-17 04:02:00+00:00
704151,25-34,F,Housing,Web,Northeast,0,14.6,2023-02-25 19:25:00+00:00
704152,18-24,F,Housing,Mobile,Northeast,0,7.26,2023-03-30 16:38:00+00:00
704166,35-44,F,Housing,Tablet,Midwest,0,2.8112,2023-05-10 09:09:00+00:00
704174,55+,F,Housing,Web,South,0,12.9537,2023-03-25 11:20:00+00:00
704196,18-24,F,Housing,Web,Northeast,1,4.725,2023-01-01 12:00:00+00:00
704201,25-34,F,Housing,Tablet,Northeast,0,7.56,2023-05-04 03:26:00+00:00
704235,55+,F,Housing,Web,South,0,3.2963,2023-02-27 21:16:00+00:00
704251,25-34,F,Housing,Mobile,Northeast,0,6.26,2023-04-29 22:42:00+00:00
704255,18-24,F,Housing,Mobile,Northeast,0,2.015,2023-06-22 04:41:00+00:00
704279,55+,F,Housing,Web,South,0,2.5088,2023-01-08 07:01:00+00:00
704301,25-34,F,Housing,Web,Northeast,0,7.0,2023-04-06 11:13:00+00:00
704325,35-44,F,Housing,Tablet,Midwest,0,2.9075,2023-06-16 22:40:00+00:00
704327,55+,F,Housing,Tablet,South,0,11.415,2023-04-23 04:58:00+00:00
704332,55+,F,Housing,Mobile,South,1,12.6,2023-06-05 23:22:00+00:00
704351,25-34,F,Housing,Tablet,Northeast,0,8.8,2023-03-07 05:26:00+00:00
704354,35-44,F,Housing,Mobile,Midwest,0,6.965,2023-06-02 20:30:00+00:00
704359,55+,F,Housing,Mobile,South,1,11.88,2023-04-10 03:48:00+00:00
704368,18-24,F,Housing,Tablet,Northeast,0,8.1,2023-02-20 02:50:00+00:00
704372,55+,F,Housing,Mobile,South,0,9.775,2023-04-11 04:05:00+00:00
704388,18-24,F,Housing,Web,Northeast,0,8.2637,2023-06-21 03:33:00+00:00
704393,18-24,F,Housing,Tablet,Northeast,0,4.6475,2023-02-28 22:51:00+00:00
704397,55+,F,Housing,Tablet,South,0,5.7637,2023-02-21 03:24:00+00:00
704401,25-34,F,Housing,Mobile,Northeast,0,12.6,2023-02-05 23:13:00+00:00
704405,55+,F,Housing,Tablet,South,1,7.5312,2023-01-06 17:17:00+00:00
704406,18-24,F,Housing,Web,Northeast,0,2.255,2023-05-05 04:34:00+00:00
704407,18-24,F,Housing,Mobile,Northeast,1,12.44,2023-05-08 19:43:00+00:00
704420,35-44,F,Housing,Tablet,Midwest,0,4.5938,2023-03-17 03:53:00+00:00
704435,35-44,F,Housing,Web,Midwest,1,10.3262,2023-06-11 05:40:00+00:00
704443,35-44,F,Housing,Web,Midwest,0,8.76,2023-05-24 11:29:00+00:00
704449,18-24,F,Housing,Web,Northeast,0,14.28,2023-06-09 03:22:00+00:00
704450,55+,F,Housing,Tablet,South,1,6.6487,2023-03-01 23:08:00+00:00
704451,25-34,F,Housing,Mobile,Northeast,0,9.96,2023-02-13 07:14:00+00:00
704487,35-44,F,Housing,Web,Midwest,1,0.7438,2023-04-26 19:42:00+00:00
704488,18-24,F,Housing,Web,Northeast,0,12.44,2023-03-29 03:46:00+00:00
704491,55+,F,Housing,Mobile,South,1,13.22,2023-01-27 02:29:00+00:00
704493,55+,F,Housing,Mobile,South,1,5.195,2023-02-06 12:48:00+00:00
704495,35-44,F,Housing,Web,Midwest,0,9.5388,2023-03-13 23:53:00+00:00
704501,25-34,F,Housing,Tablet,Northeast,0,13.0,2023-02-05 23:39:00+00:00
704520,55+,F,Housing,Tablet,South,0,5.2363,2023-05-30 05:12:00+00:00
704524,55+,F,Housing,Web,South,0,11.0,2023-05-16 03:02:00+00:00
704527,55+,F,Housing,Web,South,1,10.96,2023-06-23 05:24:00+00:00
704533,35-44,F,Housing,Web,Midwest,0,8.2,2023-02-05 23:30:00+00:00
704551,25-34,F,Housing,Tablet,Northeast,0,8.24,2023-06-27 09:51:00+00:00
704562,35-44,F,Housing,Mobile,Midwest,0,5.415,2023-06-02 20:56:00+00:00
704565,55+,F,Housing,Mobile,South,0,1.96,2023-04-19 00:15:00+00:00
704589,55+,F,Housing,Mobile,South,1,2.16,2023-02-18 00:24:00+00:00
704601,25-34,F,Housing,Web,Northeast,1,14.06,2023-05-09 08:44:00+00:00
704606,55+,F,Housing,Web,South,0,8.915,2023-06-22 04:58:00+00:00
704618,18-24,F,Housing,Mobile,Northeast,0,5.41,2023-04-19 00:24:00+00:00
704629,55+,F,Housing,Web,South,0,5.76,2023-06-23 05:33:00+00:00
704633,35-44,F,Housing,Tablet,Midwest,1,12.1962,2023-06-07 13:05:00+00:00
704648,18-24,F,Housing,Mobile,Northeast,1,12.9663,2023-02-03 21:56:00+00:00
704651,25-34,F,Housing,Web,Northeast,0,7.48,2023-05-20 07:19:00+00:00
704655,35-44,F,Housing,Mobile,Midwest,0,4.47,2023-02-06 00:13:00+00:00
704665,18-24,F,Housing,Tablet,Northeast,0,12.3,2023-01-01 12:42:00+00:00
704670,55+,F,Housing,Web,South,1,4.165,2023-04-23 04:16:00+00:00
704690,18-24,F,Housing,Tablet,Northeast,1,5.7938,2023-03-17 03:27:00+00:00
704701,25-34,F,Housing,Web,Northeast,0,9.02,2023-05-17 04:19:00+00:00
704708,18-24,F,Housing,Mobile,Northeast,1,5.4538,2023-03-25 11:46:00+00:00
704730,35-44,F,Housing,Tablet,Midwest,1,10.09,2023-02-22 16:41:00+00:00
704747,35-44,F,Housing,Web,Midwest,0,8.78,2023-01-25 00:46:00+00:00
704751,25-34,F,Housing,Web,Northeast,1,12.86,2023-04-19 12:32:00+00:00
704790,18-24,F,Housing,Mobile,Northeast,1,7.53,2023-05-25 00:20:00+00:00
704795,35-44,F,Housing,Web,Midwest,0,8.8688,2023-06-05 23:30:00+00:00
704798,55+,F,Housing,Web,South,0,8.965,2023-01-13 12:10:00+00:00
704801,25-34,F,Housing,Mobile,Northeast,1,10.74,2023-02-12 06:06:00+00:00
704841,55+,F,Housing,Web,South,1,7.3675,2023-04-25 06:50:00+00:00
704844,35-44,F,Housing,Web,Midwest,1,0.8787,2023-06-13 07:49:00+00:00
704851,25-34,F,Housing,Tablet,Northeast,0,7.38,2023-04-25 06:42:00+00:00
704862,55+,F,Housing,Mobile,South,0,1.9788,2023-03-25 23:20:00+00:00
704872,35-44,F,Housing,Mobile,Midwest,0,10.82,2023-03-28 02:46:00+00:00
704881,55+,F,Housing,Tablet,South,0,14.92,2023-05-12 23:27:00+00:00
704894,35-44,F,Housing,Tablet,Midwest,0,4.3,2023-06-10 16:31:00+00:00
704899,35-44,F,Housing,Mobile,Midwest,0,13.0,2023-06-05 23:39:00+00:00
704901,25-34,F,Housing,Web,Northeast,0,12.46,2023-02-18 00:41:00+00:00
704911,18-24,F,Housing,Tablet,Northeast,0,7.0,2023-04-06 11:56:00+00:00
704924,18-24,F,Housing,Mobile,Northeast,0,0.9175,2023-02-24 06:24:00+00:00
704928,18-24,F,Housing,Web,Northeast,1,4.7337,2023-05-28 03:21:00+00:00
704938,18-24,F,Housing,Web,Northeast,1,7.46,2023-05-19 06:19:00+00:00
704941,18-24,F,Housing,Mobile,Northeast,0,10.34,2023-03-24 22:28:00+00:00
704951,25-34,F,Housing,Tablet,Northeast,1,6.54,2023-06-02 20:04:00+00:00
704979,35-44,F,Housing,Tablet,Midwest,0,7.26,2023-01-29 16:04:00+00:00
705001,25-34,F,Housing,Web,Northeast,0,12.9,2023-02-20 02:07:00+00:00
705012,35-44,F,Housing,Tablet,Midwest,0,7.845,2023-06-26 20:59:00+00:00
705026,18-24,F,Housing,Mobile,Northeast,1,6.295,2023-04-07 12:13:00+00:00
705027,35-44,F,Housing,Tablet,Midwest,0,4.4425,2023-06-04 10:04:00+00:00
705037,55+,F,Housing,Mobile,South,0,10.42,2023-01-27 14:46:00+00:00
705051,25-34,F,Housing,Mobile,Northeast,0,12.72,2023-06-11 05:57:00+00:00
705056,18-24,F,Housing,Mobile,Northeast,0,10.405,2023-01-25 12:29:00+00:00
705063,35-44,F,Housing,Tablet,Midwest,0,8.94,2023-02-02 08:47:00+00:00
705074,18-24,F,Housing,Web,Northeast,1,7.4013,2023-01-02 01:00:00+00:00
705087,35-44,F,Housing,Mobile,Midwest,0,4.8,2023-02-10 16:48:00+00:00
705088,35-44,F,Housing,Web,Midwest,0,10.48,2023-05-10 21:35:00+00:00
705098,35-44,F,Housing,Mobile,Midwest,0,8.2525,2023-04-13 18:14:00+00:00
705101,25-34,F,Housing,Web,Northeast,1,14.7,2023-02-10 04:05:00+00:00
705111,35-44,F,Housing,Web,Midwest,0,9.7112,2023-03-31 17:21:00+00:00
705112,55+,F,Housing,Web,South,1,8.4,2023-01-26 13:20:00+00:00
705114,55+,F,Housing,Mobile,South,0,8.2112,2023-01-10 09:44:00+00:00
705131,18-24,F,Housing,Mobile,Northeast,1,12.535,2023-05-29 04:21:00+00:00
705145,35-44,F,Housing,Tablet,Midwest,0,10.0,2023-03-27 01:03:00+00:00
705151,25-34,F,Housing,Web,Northeast,0,14.28,2023-04-30 23:08:00+00:00
705162,35-44,F,Housing,Web,Midwest,0,3.83,2023-01-05 16:09:00+00:00
705175,35-44,F,Housing,Tablet,Midwest,0,8.06,2023-01-09 20:01:00+00:00
705194,55+,F,Housing,Web,South,0,10.9525,2023-01-23 10:54:00+00:00
705195,18-24,F,Housing,Web,Northeast,0,0.8613,2023-05-30 17:21:00+00:00
705198,18-24,F,Housing,Web,Northeast,1,9.4825,2023-02-16 10:32:00+00:00
705201,25-34,F,Housing,Mobile,Northeast,1,5.62,2023-04-17 10:15:00+00:00
705207,55+,F,Housing,Tablet,South,0,10.4663,2023-02-03 21:39:00+00:00
705215,18-24,F,Housing,Mobile,Northeast,0,11.6075,2023-03-08 06:43:00+00:00
705225,55+,F,Housing,Mobile,South,0,5.7025,2023-01-23 10:54:00+00:00
705242,35-44,F,Housing,Web,Midwest,1,0.7537,2023-01-24 11:03:00+00:00
705251,25-34,F,Housing,Tablet,Northeast,0,7.2,2023-05-26 01:03:00+00:00
705288,55+,F,Housing,Tablet,South,0,0.7188,2023-02-25 07:42:00+00:00
705301,25-34,F,Housing,Web,Northeast,0,12.68,2023-02-09 03:05:00+00:00
705318,55+,F,Housing,Tablet,South,0,7.5187,2023-03-17 15:53:00+00:00
705322,35-44,F,Housing,Web,Midwest,1,8.48,2023-04-20 01:15:00+00:00
705324,35-44,F,Housing,Tablet,Midwest,0,7.8238,2023-04-30 11:17:00+00:00
705325,35-44,F,Housing,Mobile,Midwest,0,10.58,2023-01-15 14:53:00+00:00
705332,35-44,F,Housing,Web,Midwest,0,1.7337,2023-03-29 03:46:00+00:00
705350,18-24,F,Housing,Mobile,Northeast,0,7.7387,2023-03-13 23:01:00+00:00
705351,25-34,F,Housing,Tablet,Northeast,0,15.34,2023-06-02 20:47:00+00:00
705359,55+,F,Housing,Tablet,South,1,12.9475,2023-03-20 06:45:00+00:00
705366,18-24,F,Housing,Tablet,Northeast,1,2.6612,2023-05-30 17:04:00+00:00
705385,35-44,F,Housing,Tablet,Midwest,0,7.98,2023-01-05 04:17:00+00:00
705398,35-44,F,Housing,Tablet,Midwest,0,1.0987,2023-03-01 23:17:00+00:00
705401,25-34,F,Housing,Tablet,Northeast,0,6.64,2023-02-07 01:05:00+00:00
705403,35-44,F,Housing,Web,Midwest,1,7.44,2023-06-07 13:56:00+00:00
705406,55+,F,Housing,Web,South,0,15.3,2023-01-11 10:27:00+00:00
705407,55+,F,Housing,Tablet,South,0,10.2775,2023-02-12 06:48:00+00:00
705420,18-24,F,Housing,Web,Northeast,1,10.0775,2023-02-12 06:23:00+00:00
705443,18-24,F,Housing,Mobile,Northeast,0,11.9413,2023-04-04 09:30:00+00:00
705445,35-44,F,Housing,Mobile,Midwest,1,13.7,2023-01-31 06:55:00+00:00
705451,25-34,F,Housing,Mobile,Northeast,0,11.18,2023-01-05 04:17:00+00:00
705466,35-44,F,Housing,Mobile,Midwest,0,6.34,2023-01-23 22:37:00+00:00
705468,18-24,F,Housing,Mobile,Northeast,0,8.2925,2023-03-16 02:10:00+00:00
705472,18-24,F,Housing,Web,Northeast,0,8.64,2023-04-28 21:16:00+00:00
705478,35-44,F,Housing,Tablet,Midwest,0,6.02,2023-05-27 02:20:00+00:00
705501,25-34,F,Housing,Mobile,Northeast,0,9.54,2023-01-03 02:43:00+00:00
705502,55+,F,Housing,Web,South,1,10.96,2023-02-23 05:07:00+00:00
705509,18-24,F,Housing,Web,Northeast,1,10.3212,2023-04-28 09:59:00+00:00
705517,35-44,F,Housing,Web,Midwest,0,6.32,2023-01-22 09:03:00+00:00
705529,18-24,F,Housing,Web,Northeast,0,6.78,2023-03-06 16:52:00+00:00
705544,18-24,F,Housing,Web,Northeast,0,13.68,2023-01-10 21:18:00+00:00
705551,25-34,F,Housing,Web,Northeast,0,13.02,2023-02-26 20:42:00+00:00
705554,18-24,F,Housing,Mobile,Northeast,0,3.4613,2023-03-11 09:01:00+00:00
705555,55+,F,Housing,Tablet,South,0,6.9612,2023-02-19 01:58:00+00:00
705556,55+,F,Housing,Mobile,South,0,7.82,2023-03-18 16:45:00+00:00
705559,18-24,F,Housing,Tablet,Northeast,0,11.26,2023-01-09 20:09:00+00:00
705563,55+,F,Housing,Mobile,South,0,12.5738,2023-05-20 19:54:00+00:00
705574,35-44,F,Housing,Mobile,Midwest,0,10.28,2023-03-21 19:02:00+00:00
705582,55+,F,Housing,Web,South,1,6.0388,2023-05-12 23:27:00+00:00
705601,25-34,F,Housing,Mobile,Northeast,0,8.62,2023-04-07 12:05:00+00:00
705605,55+,F,Housing,Mobile,South,0,11.6625,2023-05-11 10:18:00+00:00
705632,35-44,F,Housing,Web,Midwest,0,3.9013,2023-04-12 17:40:00+00:00
705647,55+,F,Housing,Web,South,0,8.4887,2023-04-22 15:24:00+00:00
705649,35-44,F,Housing,Mobile,Midwest,1,12.04,2023-04-18 23:15:00+00:00
705651,25-34,F,Housing,Tablet,Northeast,0,6.2,2023-02-25 07:42:00+00:00
705663,18-24,F,Housing,Mobile,Northeast,0,6.5012,2023-03-03 01:08:00+00:00
705665,55+,F,Housing,Mobile,South,0,1.535,2023-03-10 20:18:00+00:00
705674,55+,F,Housing,Mobile,South,0,10.31,2023-05-29 16:55:00+00:00
705676,55+,F,Housing,Web,South,0,14.28,2023-01-20 07:02:00+00:00
705680,18-24,F,Housing,Web,Northeast,0,5.31,2023-01-09 08:18:00+00:00
705696,35-44,F,Housing,Web,Midwest,0,12.465,2023-04-23 04:50:00+00:00
705701,25-34,F,Housing,Web,Northeast,1,13.84,2023-05-18 05:53:00+00:00
705707,18-24,F,Housing,Web,Northeast,0,5.9688,2023-05-16 15:02:00+00:00
705715,18-24,F,Housing,Mobile,Northeast,1,6.04,2023-02-17 23:58:00+00:00
705735,55+,F,Housing,Mobile,South,0,11.7,2023-03-22 08:37:00+00:00
705742,18-24,F,Housing,Mobile,Northeast,0,8.94,2023-04-03 20:56:00+00:00
705751,25-34,F,Housing,Tablet,Northeast,1,8.76,2023-05-24 11:37:00+00:00
705779,35-44,F,Housing,Mobile,Midwest,1,9.0563,2023-02-15 21:23:00+00:00
705780,55+,F,Housing,Web,South,0,8.7613,2023-06-19 01:24:00+00:00
705786,18-24,F,Housing,Web,Northeast,1,5.4538,2023-04-14 19:06:00+00:00
705791,18-24,F,Housing,Web,Northeast,0,4.8338,2023-05-08 19:52:00+00:00
705801,25-34,F,Housing,Web,Northeast,1,14.5,2023-06-20 02:50:00+00:00
705805,35-44,F,Housing,Tablet,Midwest,0,12.54,2023-02-22 16:24:00+00:00
