impression_time,spend_usd
2023-03-15 01:01:00+00:00,7.2912
2023-04-02 19:30:00+00:00,9.0137
2023-06-22 04:16:00+00:00,7.34
2023-03-29 03:46:00+00:00,1.0337
2023-06-13 19:14:00+00:00,3.6037
2023-06-20 14:32:00+00:00,7.7
2023-01-10 09:44:00+00:00,10.9113
2023-01-17 04:53:00+00:00,3.645
2023-02-04 22:39:00+00:00,9.78
2023-05-09 20:44:00+00:00,0.935
2023-04-23 16:33:00+00:00,6.79
2023-02-08 02:48:00+00:00,11.86
2023-01-20 07:19:00+00:00,2.1487
2023-01-23 22:20:00+00:00,8.5275
2023-03-17 15:27:00+00:00,8.6
2023-06-28 10:08:00+00:00,8.6725
2023-01-28 15:21:00+00:00,11.7587
2023-01-22 09:11:00+00:00,7.92
2023-04-18 11:41:00+00:00,7.3338
2023-04-12 17:57:00+00:00,12.4512
2023-02-06 00:05:00+00:00,12.62
2023-05-23 22:28:00+00:00,11.8275
2023-02-19 13:32:00+00:00,12.2863
2023-05-15 14:02:00+00:00,10.18
2023-04-21 02:50:00+00:00,9.8625
2023-02-09 15:14:00+00:00,5.6487
2023-05-30 05:38:00+00:00,7.28
2023-05-19 06:19:00+00:00,6.4975
2023-02-23 05:59:00+00:00,10.8163
2023-06-12 18:48:00+00:00,7.54
2023-03-29 15:03:00+00:00,5.2588
2023-05-29 04:46:00+00:00,3.335
2023-05-16 03:53:00+00:00,13.4
2023-05-23 22:11:00+00:00,11.9275
2023-03-11 21:01:00+00:00,4.0362
2023-05-29 16:04:00+00:00,8.06
2023-06-01 19:30:00+00:00,8.0137
2023-04-04 21:04:00+00:00,3.7163
2023-02-12 18:23:00+00:00,11.14
2023-01-23 10:03:00+00:00,5.4525
2023-01-24 23:46:00+00:00,2.2287
2023-01-18 17:28:00+00:00,7.04
2023-01-20 07:19:00+00:00,2.6488
2023-04-12 17:40:00+00:00,7.0012
2023-02-06 12:13:00+00:00,12.62
2023-05-16 03:45:00+00:00,8.2937
2023-01-12 23:35:00+00:00,6.8388
2023-05-04 15:09:00+00:00,7.96
2023-03-15 01:27:00+00:00,4.5912
2023-03-15 01:36:00+00:00,12.5913
2023-03-11 21:09:00+00:00,8.48
2023-04-03 08:56:00+00:00,2.04
2023-01-25 12:37:00+00:00,8.455
2023-05-18 05:53:00+00:00,9.04
2023-02-26 20:08:00+00:00,8.295
2023-02-19 01:58:00+00:00,7.0613
2023-06-09 03:14:00+00:00,10.28
2023-05-14 01:36:00+00:00,12.3413
2023-06-14 20:40:00+00:00,1.655
2023-01-21 20:54:00+00:00,14.7
2023-01-11 22:10:00+00:00,8.4875
2023-01-14 01:44:00+00:00,9.7413
2023-04-20 01:32:00+00:00,6.48
2023-05-14 01:27:00+00:00,9.1412
2023-06-09 03:05:00+00:00,7.3738
2023-02-24 06:24:00+00:00,6.58
2023-04-07 12:39:00+00:00,12.195
2023-03-05 15:26:00+00:00,2.1787
2023-01-12 23:01:00+00:00,14.92
2023-02-13 19:23:00+00:00,11.2538
2023-05-30 17:12:00+00:00,7.5113
2023-02-23 17:41:00+00:00,10.56
2023-05-06 17:00:00+00:00,2.2313
2023-03-22 08:54:00+00:00,3.65
2023-02-26 20:59:00+00:00,6.22
2023-04-29 10:25:00+00:00,4.0725
2023-03-11 09:27:00+00:00,12.5113
2023-01-08 07:52:00+00:00,8.04
2023-05-08 19:43:00+00:00,3.8338
2023-05-19 06:45:00+00:00,1.1475
2023-05-25 12:37:00+00:00,11.98
2023-01-21 20:28:00+00:00,1.475
2023-06-09 15:14:00+00:00,4.9988
2023-02-06 00:56:00+00:00,11.82
2023-04-21 14:58:00+00:00,7.1375
2023-03-09 19:35:00+00:00,11.7837
2023-05-23 10:11:00+00:00,7.14
2023-03-15 01:27:00+00:00,8.4913
2023-04-14 07:23:00+00:00,4.0787
2023-01-08 19:18:00+00:00,6.44
2023-02-22 04:41:00+00:00,4.315
2023-01-20 07:11:00+00:00,5.6988
2023-06-11 05:48:00+00:00,12.32
2023-04-01 06:04:00+00:00,4.6875
2023-03-17 03:19:00+00:00,7.8
2023-06-18 00:49:00+00:00,14.46
2023-04-03 20:38:00+00:00,12.615
2023-05-28 15:55:00+00:00,1.3087
2023-03-27 01:37:00+00:00,14.0
2023-02-22 04:50:00+00:00,10.265
2023-02-04 22:13:00+00:00,10.5675
2023-02-24 18:07:00+00:00,5.78
2023-02-20 14:24:00+00:00,0.5875
2023-03-13 23:10:00+00:00,4.2888
2023-04-26 19:42:00+00:00,9.0
2023-03-17 03:36:00+00:00,0.9437
2023-01-18 05:53:00+00:00,1.0463
2023-06-09 15:05:00+00:00,6.28
2023-06-16 22:58:00+00:00,3.4575
2023-02-19 13:07:00+00:00,6.0362
2023-03-13 23:01:00+00:00,10.92
2023-06-14 08:14:00+00:00,1.18
2023-02-26 08:08:00+00:00,5.32
2023-03-28 14:03:00+00:00,10.82
2023-02-28 22:34:00+00:00,2.9975
2023-01-10 09:09:00+00:00,1.1113
2023-04-21 02:15:00+00:00,10.1
2023-05-28 03:12:00+00:00,6.7337
2023-05-23 10:11:00+00:00,12.3525
2023-01-02 01:08:00+00:00,10.32
2023-04-03 08:13:00+00:00,7.44
2023-02-15 21:32:00+00:00,7.0062
2023-01-05 16:26:00+00:00,5.98
2023-03-29 03:21:00+00:00,7.8338
2023-06-22 04:07:00+00:00,11.765
2023-05-23 10:37:00+00:00,10.74
2023-03-21 07:02:00+00:00,0.5988
2023-03-12 22:10:00+00:00,9.5875
2023-01-15 14:02:00+00:00,14.18
2023-03-29 03:55:00+00:00,7.4837
2023-06-13 19:49:00+00:00,6.9538
2023-04-15 08:06:00+00:00,14.78
2023-03-06 04:17:00+00:00,6.205
2023-05-22 09:37:00+00:00,8.9012
2023-03-06 04:34:00+00:00,9.18
2023-06-27 09:59:00+00:00,12.4712
2023-01-11 22:01:00+00:00,9.6875
2023-03-13 23:10:00+00:00,14.12
2023-06-11 17:31:00+00:00,1.2512
2023-02-18 00:58:00+00:00,6.16
2023-06-26 08:50:00+00:00,13.02
2023-05-31 06:47:00+00:00,11.8875
2023-01-10 09:01:00+00:00,11.0113
2023-05-29 04:12:00+00:00,12.06
2023-05-26 13:03:00+00:00,9.6
2023-01-10 21:35:00+00:00,10.6363
2023-02-17 11:23:00+00:00,8.84
2023-01-14 13:01:00+00:00,2.7662
2023-01-28 15:12:00+00:00,8.6587
2023-04-14 07:23:00+00:00,6.36
2023-04-24 05:16:00+00:00,2.8163
2023-02-19 01:24:00+00:00,9.5113
2023-05-08 07:09:00+00:00,10.04
2023-03-04 02:08:00+00:00,2.1025
2023-03-28 14:29:00+00:00,2.1575
2023-06-09 15:57:00+00:00,9.08
2023-02-28 10:16:00+00:00,4.2225
2023-02-05 23:30:00+00:00,11.2188
2023-01-06 05:43:00+00:00,14.8
2023-02-27 21:51:00+00:00,1.9463
2023-03-15 01:01:00+00:00,11.0412
2023-02-04 22:04:00+00:00,14.98
2023-02-21 15:33:00+00:00,12.4388
2023-04-27 08:33:00+00:00,2.22
2023-03-25 23:03:00+00:00,6.76
2023-04-28 21:59:00+00:00,6.7962
2023-01-12 23:18:00+00:00,11.4388
2023-03-30 04:12:00+00:00,9.26
2023-06-10 04:05:00+00:00,3.775
2023-02-13 07:23:00+00:00,7.0788
2023-04-07 12:30:00+00:00,11.82
2023-02-16 22:06:00+00:00,10.9575
2023-01-30 05:47:00+00:00,4.6863
2023-03-14 00:01:00+00:00,14.54
2023-03-28 14:38:00+00:00,0.7075
2023-04-16 21:40:00+00:00,5.8063
2023-04-17 22:58:00+00:00,13.62
2023-03-04 02:08:00+00:00,10.4525
2023-02-06 12:48:00+00:00,5.495
2023-03-27 13:55:00+00:00,13.2
2023-03-10 08:18:00+00:00,1.66
2023-05-27 02:03:00+00:00,6.2825
2023-01-19 18:11:00+00:00,6.66
2023-06-13 07:40:00+00:00,9.4288
2023-01-05 16:17:00+00:00,5.73
2023-01-21 20:02:00+00:00,5.5
2023-06-24 18:24:00+00:00,3.9425
2023-04-18 11:06:00+00:00,2.6338
2023-01-13 12:01:00+00:00,10.54
2023-02-03 21:04:00+00:00,1.5163
2023-06-07 13:48:00+00:00,12.8462
2023-02-08 02:39:00+00:00,11.06
2023-04-21 02:15:00+00:00,6.0625
2023-03-10 08:01:00+00:00,12.76
2023-05-29 04:21:00+00:00,5.66
2023-04-07 00:30:00+00:00,7.07
2023-04-13 06:31:00+00:00,12.9275
2023-04-05 22:04:00+00:00,9.38
2023-05-26 13:37:00+00:00,11.2562
2023-01-27 02:03:00+00:00,0.9825
2023-03-24 10:28:00+00:00,6.74
2023-05-18 05:28:00+00:00,4.4463
2023-03-10 20:01:00+00:00,5.385
2023-06-10 16:14:00+00:00,5.9
2023-01-16 15:53:00+00:00,11.7188
2023-04-15 08:49:00+00:00,2.38
2023-03-25 11:54:00+00:00,6.76
2023-04-25 18:50:00+00:00,4.1425
2023-03-25 23:29:00+00:00,12.4787
2023-05-25 12:54:00+00:00,9.98
2023-06-11 05:23:00+00:00,6.2263
2023-06-16 22:58:00+00:00,4.6575
2023-05-31 06:30:00+00:00,8.9
2023-05-19 06:36:00+00:00,4.8975
2023-02-03 21:21:00+00:00,11.7163
2023-04-22 15:07:00+00:00,12.12
2023-02-02 08:47:00+00:00,1.39
2023-06-18 00:06:00+00:00,1.36
2023-03-03 13:43:00+00:00,6.72
2023-01-24 11:11:00+00:00,5.5038
2023-06-10 16:40:00+00:00,9.45
2023-02-28 10:34:00+00:00,5.86
2023-04-23 04:07:00+00:00,4.815
2023-05-06 17:43:00+00:00,11.3812
2023-05-18 17:19:00+00:00,15.44
2023-01-11 22:18:00+00:00,3.2375
2023-03-08 18:35:00+00:00,1.2325
2023-01-03 02:00:00+00:00,15.14
2023-05-18 05:53:00+00:00,1.8462
2023-06-01 07:55:00+00:00,12.6888
2023-03-01 11:08:00+00:00,7.48
2023-05-28 15:38:00+00:00,7.1588
2023-02-06 12:13:00+00:00,12.645
2023-06-12 06:06:00+00:00,12.74
2023-06-26 20:50:00+00:00,1.045
2023-04-27 08:42:00+00:00,3.67
2023-03-31 05:38:00+00:00,9.68
2023-04-23 04:50:00+00:00,1.765
2023-01-03 14:00:00+00:00,10.3275
2023-05-01 00:25:00+00:00,10.3
2023-02-21 15:07:00+00:00,10.7387
2023-06-29 23:08:00+00:00,11.6988
2023-04-08 01:13:00+00:00,6.24
2023-01-09 08:01:00+00:00,2.11
2023-02-19 01:32:00+00:00,12.88
2023-05-17 16:10:00+00:00,14.62
2023-04-02 19:47:00+00:00,4.2637
2023-06-19 13:58:00+00:00,11.8362
2023-05-03 02:43:00+00:00,13.14
2023-03-14 12:01:00+00:00,9.415
2023-02-15 09:57:00+00:00,1.6812
2023-06-19 01:58:00+00:00,14.88
2023-06-26 08:59:00+00:00,1.67
2023-01-13 12:10:00+00:00,6.465
2023-06-29 23:08:00+00:00,9.88
2023-02-21 15:41:00+00:00,11.1387
2023-02-20 14:41:00+00:00,6.6875
2023-05-22 21:11:00+00:00,5.92
2023-05-11 22:52:00+00:00,2.6375
2023-02-05 23:47:00+00:00,8.0687
2023-02-24 06:33:00+00:00,9.38
2023-05-04 15:17:00+00:00,11.5787
2023-03-11 21:52:00+00:00,5.6863
2023-01-08 19:43:00+00:00,9.64
2023-01-05 16:09:00+00:00,11.08
2023-04-08 13:39:00+00:00,3.0463
2023-04-19 12:06:00+00:00,5.66
2023-01-13 12:36:00+00:00,1.715
2023-02-05 11:47:00+00:00,3.9438
2023-04-19 00:58:00+00:00,10.06
2023-04-14 19:23:00+00:00,4.0537
2023-03-26 12:12:00+00:00,9.905
2023-03-03 01:00:00+00:00,7.12
2023-04-11 16:14:00+00:00,1.1
2023-04-07 00:13:00+00:00,0.52
2023-03-01 11:34:00+00:00,13.88
2023-02-09 03:31:00+00:00,5.7237
2023-05-30 17:38:00+00:00,4.0113
2023-04-05 22:22:00+00:00,12.58
2023-06-06 00:48:00+00:00,9.47
2023-06-26 08:59:00+00:00,1.77
2023-01-09 20:26:00+00:00,14.46
2023-03-18 16:45:00+00:00,5.47
2023-06-12 18:57:00+00:00,12.4525
2023-02-06 00:56:00+00:00,15.02
2023-05-22 09:03:00+00:00,6.0512
2023-06-12 06:31:00+00:00,1.5275
2023-02-06 00:48:00+00:00,10.62
2023-03-20 18:28:00+00:00,2.9225
2023-03-21 07:45:00+00:00,9.1487
2023-02-05 11:47:00+00:00,13.0
2023-06-18 00:41:00+00:00,1.01
2023-02-22 04:07:00+00:00,10.915
2023-01-18 17:45:00+00:00,13.84
2023-06-16 22:49:00+00:00,11.62
2023-03-16 02:02:00+00:00,2.2925
2023-01-03 02:43:00+00:00,6.34
2023-03-07 17:26:00+00:00,7.2313
2023-06-11 17:40:00+00:00,8.3012
2023-01-15 14:44:00+00:00,7.38
2023-03-11 09:44:00+00:00,5.9612
2023-05-08 19:18:00+00:00,7.2337
2023-01-10 09:52:00+00:00,7.68
2023-05-08 19:18:00+00:00,4.0838
2023-03-06 04:17:00+00:00,3.655
2023-03-14 12:44:00+00:00,10.54
2023-02-26 08:33:00+00:00,11.92
2023-05-06 05:26:00+00:00,12.3562
2023-04-14 19:57:00+00:00,13.96
2023-06-03 09:30:00+00:00,11.9413
2023-01-30 17:55:00+00:00,2.3613
2023-05-01 00:34:00+00:00,14.3
2023-05-07 06:09:00+00:00,0.8575
2023-06-16 10:32:00+00:00,11.5325
2023-03-15 13:44:00+00:00,6.16
2023-06-25 07:42:00+00:00,1.1687
2023-03-28 02:12:00+00:00,11.4325
2023-02-23 05:59:00+00:00,9.76
2023-04-18 23:32:00+00:00,11.7587
2023-04-09 02:48:00+00:00,11.7725
2023-01-30 17:47:00+00:00,13.28
2023-01-03 14:43:00+00:00,3.7775
2023-03-06 04:52:00+00:00,12.155
2023-01-30 05:47:00+00:00,15.28
2023-01-25 12:20:00+00:00,8.055
2023-05-17 16:45:00+00:00,10.87
2023-03-11 21:27:00+00:00,8.88
2023-03-10 20:52:00+00:00,12.385
2023-02-22 16:33:00+00:00,11.59
2023-06-16 10:49:00+00:00,8.42
2023-06-16 22:40:00+00:00,7.9075
2023-02-22 16:41:00+00:00,2.09
2023-06-29 23:08:00+00:00,15.08
2023-05-19 18:36:00+00:00,2.7225
2023-06-13 19:31:00+00:00,10.0038
2023-05-10 09:01:00+00:00,8.08
2023-01-27 14:20:00+00:00,4.4075
2023-06-19 13:07:00+00:00,4.4362
2023-06-06 12:48:00+00:00,9.82
2023-04-17 22:06:00+00:00,1.8575
2023-05-05 04:17:00+00:00,1.355
2023-01-17 04:36:00+00:00,14.22
2023-06-10 16:14:00+00:00,6.1
2023-01-23 10:28:00+00:00,10.1525
2023-02-12 18:40:00+00:00,6.34
2023-04-05 10:22:00+00:00,3.8925
2023-02-07 01:56:00+00:00,8.1713
2023-05-31 18:55:00+00:00,7.7
2023-02-13 19:06:00+00:00,3.5537
2023-02-10 04:05:00+00:00,10.725
2023-03-16 14:19:00+00:00,14.98
2023-02-06 00:39:00+00:00,7.72
2023-01-10 21:01:00+00:00,3.0362
2023-04-04 21:56:00+00:00,5.76
2023-06-14 20:32:00+00:00,7.855
2023-06-11 17:57:00+00:00,3.6012
2023-06-18 00:06:00+00:00,14.86
2023-05-06 05:35:00+00:00,7.4062
2023-03-08 06:00:00+00:00,3.7075
2023-03-11 09:18:00+00:00,9.68
2023-06-03 21:21:00+00:00,4.1162
2023-04-30 23:25:00+00:00,10.0488
2023-04-17 10:58:00+00:00,6.42
2023-06-16 22:06:00+00:00,12.2575
2023-05-03 02:34:00+00:00,11.0525
2023-05-22 09:11:00+00:00,14.72
2023-02-16 10:15:00+00:00,12.1825
2023-03-01 23:17:00+00:00,1.2988
2023-06-15 09:57:00+00:00,14.8
2023-04-03 08:30:00+00:00,4.59
2023-06-26 20:25:00+00:00,4.195
2023-02-23 17:33:00+00:00,14.96
2023-04-12 05:05:00+00:00,12.5262
2023-03-11 09:01:00+00:00,5.1612
2023-03-20 18:36:00+00:00,5.86
2023-01-20 07:11:00+00:00,1.3487
2023-03-03 01:34:00+00:00,4.9013
2023-01-15 02:36:00+00:00,8.18
2023-05-17 16:36:00+00:00,1.42
2023-05-24 23:11:00+00:00,9.3788
2023-02-22 04:50:00+00:00,13.74
2023-06-14 20:49:00+00:00,3.155
2023-03-07 05:43:00+00:00,0.7063
2023-04-28 21:25:00+00:00,13.84
2023-03-28 02:46:00+00:00,9.8825
2023-06-03 09:47:00+00:00,10.2912
2023-01-17 04:02:00+00:00,15.42
2023-03-25 23:46:00+00:00,10.1288
2023-05-22 09:37:00+00:00,1.2512
2023-05-18 17:02:00+00:00,13.84
2023-05-11 22:52:00+00:00,1.1875
2023-06-10 04:57:00+00:00,9.725
2023-03-23 09:37:00+00:00,7.92
2023-03-16 02:53:00+00:00,9.0425
2023-04-27 20:16:00+00:00,14.62
2023-01-26 13:46:00+00:00,9.2
2023-01-23 10:28:00+00:00,4.6525
2023-04-20 13:32:00+00:00,3.9863
2023-05-20 19:28:00+00:00,12.68
2023-05-24 11:54:00+00:00,9.8537
2023-05-22 21:11:00+00:00,9.2762
2023-03-03 01:51:00+00:00,11.52
2023-04-29 10:16:00+00:00,2.2725
2023-02-19 13:32:00+00:00,3.5863
2023-01-28 03:12:00+00:00,6.44
2023-04-05 22:39:00+00:00,10.7675
2023-02-20 14:41:00+00:00,12.8875
2023-04-28 09:42:00+00:00,9.84
2023-03-11 21:18:00+00:00,3.0863
2023-01-05 16:09:00+00:00,11.43
2023-03-19 17:36:00+00:00,8.24
2023-05-16 15:53:00+00:00,4.9188
2023-04-09 02:56:00+00:00,1.5225
2023-06-19 01:49:00+00:00,6.08
2023-01-31 18:55:00+00:00,12.5625
2023-02-05 23:56:00+00:00,3.5688
2023-04-09 02:05:00+00:00,8.26
2023-01-08 07:43:00+00:00,8.4088
2023-05-02 01:34:00+00:00,7.2012
2023-01-26 13:46:00+00:00,12.4
2023-05-30 17:55:00+00:00,11.8112
2023-06-08 02:48:00+00:00,8.9725
2023-01-24 11:54:00+00:00,8.36
2023-05-31 06:47:00+00:00,4.9375
2023-04-17 22:32:00+00:00,2.2075
2023-05-02 13:43:00+00:00,13.12
2023-04-26 07:42:00+00:00,12.7188
2023-03-21 19:45:00+00:00,12.3238
2023-04-01 18:38:00+00:00,12.9
2023-04-10 03:14:00+00:00,2.1738
2023-01-21 08:11:00+00:00,9.05
2023-01-23 10:20:00+00:00,12.74
2023-01-17 04:28:00+00:00,11.145
2023-01-08 19:26:00+00:00,10.4838
2023-02-14 08:23:00+00:00,11.58
2023-03-20 18:19:00+00:00,7.3725
2023-03-30 04:38:00+00:00,3.485
2023-02-01 07:21:00+00:00,7.32
2023-01-24 23:37:00+00:00,11.9288
2023-06-09 03:39:00+00:00,1.9238
2023-06-08 02:22:00+00:00,8.26
2023-01-01 12:51:00+00:00,2.375
2023-04-15 20:06:00+00:00,3.405
2023-03-22 20:37:00+00:00,8.3
2023-04-20 13:41:00+00:00,7.28
2023-05-19 18:19:00+00:00,12.3225
2023-05-31 06:30:00+00:00,12.1
2023-02-22 04:41:00+00:00,0.715
2023-01-28 15:29:00+00:00,8.5087
2023-05-20 07:54:00+00:00,9.48
2023-05-26 01:03:00+00:00,2.3312
2023-06-10 16:22:00+00:00,5.35
2023-04-13 06:14:00+00:00,15.14
2023-02-03 09:47:00+00:00,10.1913
2023-04-19 00:49:00+00:00,9.01
2023-06-22 04:16:00+00:00,11.34
2023-04-14 07:57:00+00:00,1.9788
2023-04-07 00:48:00+00:00,9.67
2023-05-08 07:09:00+00:00,13.64
2023-03-01 23:42:00+00:00,7.1487
2023-06-26 20:08:00+00:00,2.545
2023-01-23 10:03:00+00:00,8.74
2023-01-06 17:26:00+00:00,5.9813
2023-03-29 03:29:00+00:00,12.5337
2023-06-07 01:48:00+00:00,6.64
2023-03-08 06:52:00+00:00,8.5575
2023-04-28 09:59:00+00:00,12.2212
2023-05-19 06:02:00+00:00,13.46
2023-04-10 03:48:00+00:00,9.0237
2023-03-06 04:43:00+00:00,2.305
2023-03-08 06:26:00+00:00,7.62
2023-05-18 05:11:00+00:00,5.0462
2023-06-06 00:05:00+00:00,6.22
2023-05-13 00:18:00+00:00,6.54
2023-02-05 11:22:00+00:00,5.4437
2023-05-07 06:26:00+00:00,11.2575
2023-03-27 01:29:00+00:00,8.0
2023-03-09 07:35:00+00:00,8.0087
2023-02-13 19:31:00+00:00,3.3537
2023-03-27 01:55:00+00:00,9.2
2023-02-16 10:49:00+00:00,4.9825
2023-02-20 02:07:00+00:00,6.4125
2023-04-11 04:14:00+00:00,9.1
2023-02-08 02:39:00+00:00,5.0225
2023-02-02 08:47:00+00:00,0.64
2023-04-12 05:23:00+00:00,8.32
2023-06-14 08:14:00+00:00,10.78
2023-06-25 07:16:00+00:00,3.9188
2023-06-15 21:23:00+00:00,12.0
2023-03-05 15:34:00+00:00,8.3287
2023-05-17 04:10:00+00:00,12.695
2023-03-21 07:45:00+00:00,15.48
2023-01-10 21:27:00+00:00,7.1863
2023-06-08 14:22:00+00:00,5.2975
2023-02-24 18:07:00+00:00,14.58
2023-01-22 09:45:00+00:00,10.2513
2023-03-03 13:08:00+00:00,5.3262
2023-05-29 16:21:00+00:00,13.26
2023-01-31 18:30:00+00:00,2.1625
2023-02-24 06:16:00+00:00,8.9175
2023-02-24 18:24:00+00:00,7.78
2023-04-12 05:48:00+00:00,8.4763
2023-02-28 22:08:00+00:00,10.3475
2023-01-12 23:01:00+00:00,8.52
2023-05-02 13:08:00+00:00,1.0762
2023-01-28 03:55:00+00:00,0.7837
2023-05-09 20:01:00+00:00,14.06
2023-05-04 15:51:00+00:00,8.7788
2023-01-14 13:44:00+00:00,3.4663
2023-02-26 08:25:00+00:00,15.02
2023-04-10 15:22:00+00:00,12.6487
2023-06-28 10:42:00+00:00,1.9725
2023-05-26 01:46:00+00:00,12.8
2023-01-31 06:30:00+00:00,7.7375
2023-06-12 18:14:00+00:00,11.7025
2023-05-09 20:01:00+00:00,9.66
2023-01-07 06:52:00+00:00,4.0575
2023-04-09 14:39:00+00:00,5.7975
2023-06-25 19:07:00+00:00,7.4
2023-02-27 09:25:00+00:00,12.0712
2023-04-22 15:24:00+00:00,5.0888
2023-05-19 18:45:00+00:00,7.86
2023-06-09 03:14:00+00:00,7.2737
2023-03-15 13:53:00+00:00,11.0162
2023-06-19 01:15:00+00:00,15.28
2023-06-08 14:39:00+00:00,12.2975
2023-04-05 22:47:00+00:00,4.8175
2023-02-17 23:32:00+00:00,10.84
2023-06-14 08:57:00+00:00,6.48
2023-06-15 09:32:00+00:00,4.1312
2023-04-18 11:23:00+00:00,6.44
2023-01-27 14:46:00+00:00,0.8575
2023-02-20 02:07:00+00:00,5.2625
2023-01-19 06:11:00+00:00,7.46
2023-04-22 03:41:00+00:00,11.7637
2023-04-17 10:06:00+00:00,4.6325
2023-06-24 18:07:00+00:00,10.58
2023-03-29 15:12:00+00:00,9.9588
2023-06-26 20:42:00+00:00,12.595
2023-01-14 13:27:00+00:00,14.56
2023-03-12 10:10:00+00:00,6.8125
2023-01-26 13:12:00+00:00,8.0563
2023-05-09 08:35:00+00:00,14.46
2023-03-18 16:36:00+00:00,2.67
2023-01-30 05:04:00+00:00,15.28
2023-04-17 22:58:00+00:00,12.42
2023-02-09 03:39:00+00:00,4.6738
2023-01-31 06:12:00+00:00,6.9875
2023-01-20 19:54:00+00:00,12.68
2023-03-25 11:03:00+00:00,8.5538
2023-03-16 02:27:00+00:00,3.0925
2023-01-13 12:53:00+00:00,14.94
2023-06-01 19:30:00+00:00,1.2138
2023-02-02 08:30:00+00:00,4.34
2023-02-22 16:24:00+00:00,11.34
2023-02-17 23:41:00+00:00,11.6088
2023-02-24 06:42:00+00:00,5.7175
2023-01-27 02:55:00+00:00,9.62
2023-02-23 05:41:00+00:00,10.8663
2023-06-02 20:30:00+00:00,9.165
2023-05-24 23:54:00+00:00,11.16
2023-01-25 00:54:00+00:00,9.48
2023-04-29 10:59:00+00:00,9.6225
2023-06-03 09:56:00+00:00,6.96
2023-03-12 10:18:00+00:00,3.8125
2023-03-29 15:21:00+00:00,7.5587
2023-01-15 14:36:00+00:00,8.18
2023-04-05 22:30:00+00:00,4.4675
2023-01-22 09:37:00+00:00,2.6012
2023-04-15 08:23:00+00:00,7.58
2023-02-16 22:32:00+00:00,2.3075
2023-03-10 08:09:00+00:00,7.91
2023-02-01 07:47:00+00:00,6.12
2023-06-17 11:15:00+00:00,4.8338
2023-04-24 05:33:00+00:00,12.6662
2023-06-13 19:57:00+00:00,6.36
