impression_id,age_group,gender,ad_category,platform,region,click_flag,spend_usd,impression_time
799894,18-24,M,Finance,Tablet,Northeast,0,15.48,2023-05-20 07:45:00+00:00
462745,18-24,F,Auto,Tablet,Northeast,1,15.48,2023-03-21 07:11:00+00:00
894163,55+,F,Auto,Web,South,0,15.48,2023-04-30 11:59:00+00:00
452833,25-34,M,Health,Tablet,Southeast,0,15.48,2023-03-21 19:45:00+00:00
578951,25-34,F,Housing,Web,Northeast,1,15.48,2023-06-29 11:51:00+00:00
200788,18-24,F,Auto,Web,Northeast,1,15.48,2023-01-20 07:45:00+00:00
203290,45-54,M,Housing,Web,West,0,15.48,2023-06-09 03:48:00+00:00
439549,25-34,F,Finance,Mobile,Southeast,0,15.48,2023-01-20 07:11:00+00:00
767539,45-54,M,Health,Tablet,West,0,15.48,2023-06-29 23:25:00+00:00
200301,25-34,F,Housing,Web,Northeast,0,15.48,2023-06-09 15:05:00+00:00
430564,25-34,F,Finance,Web,Southeast,0,15.48,2023-01-20 07:28:00+00:00
684718,25-34,F,News,Mobile,Southeast,0,15.48,2023-06-29 23:25:00+00:00
731119,45-54,F,News,Mobile,West,0,15.48,2023-06-09 03:22:00+00:00
420004,25-34,F,Finance,Tablet,Southeast,0,15.48,2023-03-01 11:17:00+00:00
286102,55+,F,Health,Mobile,South,0,15.48,2023-05-20 19:19:00+00:00
858508,35-44,M,News,Mobile,Midwest,1,15.48,2023-06-09 15:57:00+00:00
702166,55+,F,Auto,Tablet,South,0,15.48,2023-06-29 23:42:00+00:00
375490,45-54,F,News,Web,West,0,15.48,2023-03-01 11:17:00+00:00
98608,25-34,F,Finance,Web,Southeast,0,15.48,2023-03-01 11:59:00+00:00
98230,45-54,M,Health,Mobile,West,0,15.48,2023-06-29 23:59:00+00:00
606847,45-54,M,Housing,Mobile,West,1,15.48,2023-04-10 03:57:00+00:00
764548,35-44,M,Finance,Mobile,Midwest,1,15.48,2023-03-21 07:45:00+00:00
4984,18-24,M,News,Tablet,Northeast,0,15.48,2023-01-20 07:45:00+00:00
301924,18-24,F,Auto,Web,Northeast,0,15.48,2023-03-01 23:25:00+00:00
692902,35-44,M,Retail,Web,Midwest,0,15.48,2023-03-01 11:34:00+00:00
629951,25-34,F,Housing,Tablet,Northeast,0,15.48,2023-05-20 07:02:00+00:00
821601,25-34,F,Housing,Web,Northeast,0,15.48,2023-05-20 07:02:00+00:00
428896,35-44,F,Housing,Tablet,Midwest,0,15.48,2023-03-01 23:25:00+00:00
33133,35-44,F,Auto,Mobile,Midwest,0,15.48,2023-03-21 07:02:00+00:00
677110,18-24,M,Retail,Tablet,Northeast,0,15.48,2023-03-01 11:08:00+00:00
31810,25-34,F,News,Web,Southeast,0,15.48,2023-03-01 11:34:00+00:00
120025,18-24,F,Health,Web,Northeast,0,15.48,2023-01-20 19:28:00+00:00
523852,45-54,M,Auto,Web,West,1,15.48,2023-02-09 03:57:00+00:00
821638,55+,F,Housing,Tablet,South,1,15.48,2023-05-20 07:02:00+00:00
333121,45-54,M,Health,Web,West,0,15.48,2023-03-01 11:34:00+00:00
336292,35-44,F,Health,Tablet,Midwest,0,15.48,2023-02-09 15:57:00+00:00
600163,45-54,F,News,Web,West,1,15.48,2023-03-01 23:25:00+00:00
340927,55+,F,Housing,Web,South,0,15.48,2023-02-09 15:05:00+00:00
125344,18-24,F,Auto,Web,Northeast,0,15.48,2023-05-20 19:19:00+00:00
126646,25-34,M,Health,Mobile,Southeast,0,15.48,2023-05-20 19:11:00+00:00
570551,25-34,F,Housing,Mobile,Northeast,0,15.48,2023-04-30 11:34:00+00:00
13888,45-54,M,Health,Mobile,West,0,15.48,2023-05-20 19:19:00+00:00
924919,45-54,F,Finance,Web,West,0,15.48,2023-04-30 23:34:00+00:00
318826,18-24,F,Health,Tablet,Northeast,0,15.48,2023-05-20 07:28:00+00:00
817435,25-34,M,Health,Web,Southeast,0,15.48,2023-04-10 03:57:00+00:00
345610,25-34,F,News,Tablet,Southeast,0,15.48,2023-04-30 11:42:00+00:00
122344,55+,M,Finance,Tablet,South,0,15.48,2023-03-01 23:34:00+00:00
334324,18-24,F,Auto,Mobile,Northeast,0,15.48,2023-04-30 23:42:00+00:00
328159,45-54,F,Retail,Mobile,West,0,15.48,2023-03-21 07:45:00+00:00
27004,55+,M,Retail,Tablet,South,0,15.48,2023-04-10 03:14:00+00:00
326554,35-44,F,Health,Mobile,Midwest,0,15.48,2023-05-20 07:54:00+00:00
529165,18-24,M,Finance,Tablet,Northeast,0,15.48,2023-06-09 15:57:00+00:00
345841,45-54,F,News,Mobile,West,1,15.48,2023-06-09 15:14:00+00:00
740338,25-34,F,Finance,Mobile,Southeast,0,15.48,2023-03-01 11:59:00+00:00
325195,18-24,F,Health,Tablet,Northeast,0,15.48,2023-03-21 19:54:00+00:00
796960,55+,F,Health,Web,South,0,15.48,2023-04-10 15:22:00+00:00
678358,55+,M,Finance,Mobile,South,0,15.48,2023-06-09 03:57:00+00:00
629725,55+,F,Health,Tablet,South,1,15.48,2023-01-20 07:45:00+00:00
356068,35-44,F,Housing,Mobile,Midwest,0,15.48,2023-04-10 03:57:00+00:00
23698,18-24,F,Housing,Tablet,Northeast,0,15.48,2023-03-21 19:37:00+00:00
374026,55+,M,Finance,Mobile,South,0,15.48,2023-05-20 19:02:00+00:00
311200,18-24,F,Housing,Tablet,Northeast,0,15.48,2023-02-09 03:14:00+00:00
356494,25-34,M,Auto,Tablet,Southeast,0,15.48,2023-06-09 15:31:00+00:00
313204,35-44,F,Health,Tablet,Midwest,0,15.48,2023-04-10 03:22:00+00:00
307018,25-34,F,News,Tablet,Southeast,0,15.48,2023-04-10 15:05:00+00:00
357859,35-44,F,Health,Tablet,Midwest,0,15.48,2023-05-20 19:28:00+00:00
142264,25-34,F,Retail,Mobile,Southeast,0,15.48,2023-03-21 07:11:00+00:00
195601,25-34,F,Housing,Web,Northeast,0,15.48,2023-04-30 11:59:00+00:00
301939,18-24,M,News,Tablet,Northeast,1,15.48,2023-06-29 11:08:00+00:00
616861,55+,F,Housing,Web,South,1,15.48,2023-04-30 23:17:00+00:00
301525,18-24,F,Housing,Mobile,Northeast,0,15.48,2023-06-09 15:14:00+00:00
600274,55+,F,Housing,Mobile,South,0,15.48,2023-03-21 19:19:00+00:00
373918,55+,M,Finance,Tablet,South,0,15.48,2023-06-09 03:14:00+00:00
290782,25-34,F,Retail,Tablet,Southeast,0,15.48,2023-01-20 19:02:00+00:00
910999,25-34,M,Health,Web,Southeast,0,15.48,2023-04-10 03:05:00+00:00
539323,18-24,F,Auto,Mobile,Northeast,0,15.48,2023-02-09 15:31:00+00:00
288139,35-44,M,Finance,Web,Midwest,1,15.48,2023-06-29 11:59:00+00:00
52001,25-34,F,Housing,Web,Northeast,0,15.48,2023-01-20 19:02:00+00:00
941137,18-24,F,Auto,Tablet,Northeast,0,15.48,2023-02-09 15:48:00+00:00
521638,18-24,F,Housing,Mobile,Northeast,1,15.48,2023-02-09 03:48:00+00:00
881395,35-44,M,Finance,Mobile,Midwest,0,15.48,2023-06-29 11:51:00+00:00
539151,25-34,F,Housing,Tablet,Northeast,0,15.48,2023-04-10 15:39:00+00:00
970001,25-34,F,Housing,Web,Northeast,0,15.48,2023-04-30 23:42:00+00:00
779014,25-34,M,Auto,Tablet,Southeast,0,15.48,2023-04-10 15:57:00+00:00
440830,55+,M,Retail,Web,South,1,15.48,2023-03-21 07:45:00+00:00
839392,25-34,F,Finance,Web,Southeast,0,15.48,2023-03-01 11:25:00+00:00
767296,35-44,M,Finance,Web,Midwest,1,15.48,2023-02-09 15:31:00+00:00
425077,18-24,F,Health,Web,Northeast,0,15.48,2023-04-30 23:08:00+00:00
615256,55+,F,Housing,Tablet,South,1,15.48,2023-06-29 23:42:00+00:00
51772,45-54,M,Housing,Web,West,1,15.48,2023-03-01 23:59:00+00:00
454432,55+,M,Retail,Mobile,South,0,15.48,2023-06-09 03:05:00+00:00
445456,25-34,M,Housing,Web,Southeast,0,15.48,2023-04-10 15:14:00+00:00
101842,55+,M,Retail,Tablet,South,1,15.48,2023-03-01 11:34:00+00:00
88795,18-24,M,News,Mobile,Northeast,0,15.48,2023-04-10 03:22:00+00:00
686863,45-54,M,Housing,Tablet,West,0,15.48,2023-02-09 03:22:00+00:00
37117,55+,F,Housing,Tablet,South,1,15.48,2023-04-10 15:57:00+00:00
87217,45-54,F,News,Mobile,West,1,15.48,2023-03-21 07:19:00+00:00
275314,25-34,F,Retail,Mobile,Southeast,0,15.48,2023-04-30 23:08:00+00:00
855877,55+,F,Health,Web,South,0,15.48,2023-02-09 15:39:00+00:00
53575,18-24,M,Finance,Tablet,Northeast,0,15.48,2023-03-21 07:11:00+00:00
204823,18-24,F,Health,Web,Northeast,0,15.48,2023-01-20 07:02:00+00:00
993931,35-44,F,Auto,Web,Midwest,0,15.48,2023-06-29 23:42:00+00:00
447337,45-54,F,Retail,Web,West,0,15.48,2023-05-20 19:11:00+00:00
204742,25-34,F,Retail,Tablet,Southeast,0,15.48,2023-04-30 23:25:00+00:00
450088,18-24,F,Auto,Tablet,Northeast,0,15.48,2023-01-20 19:19:00+00:00
529183,55+,M,Finance,Mobile,South,0,15.48,2023-02-09 03:31:00+00:00
549109,45-54,F,Finance,Web,West,1,15.48,2023-03-21 07:54:00+00:00
989614,35-44,M,Retail,Web,Midwest,0,15.48,2023-04-30 11:08:00+00:00
386290,45-54,F,Retail,Tablet,West,0,15.48,2023-01-20 07:45:00+00:00
781579,55+,F,Auto,Tablet,South,0,15.48,2023-01-20 07:02:00+00:00
258310,45-54,M,Auto,Tablet,West,1,15.48,2023-03-21 07:37:00+00:00
471694,25-34,F,Retail,Tablet,Southeast,0,15.48,2023-04-30 23:42:00+00:00
259551,25-34,F,Housing,Mobile,Northeast,1,15.48,2023-01-20 07:11:00+00:00
471856,25-34,M,Housing,Tablet,Southeast,0,15.48,2023-04-10 03:39:00+00:00
920722,35-44,M,Finance,Web,Midwest,1,15.48,2023-06-09 03:22:00+00:00
594051,25-34,F,Housing,Tablet,Northeast,0,15.48,2023-04-30 23:25:00+00:00
76948,45-54,M,Health,Web,West,0,15.48,2023-03-21 07:28:00+00:00
264013,45-54,F,News,Mobile,West,0,15.48,2023-03-01 23:34:00+00:00
80651,25-34,F,Housing,Web,Northeast,0,15.48,2023-03-21 19:45:00+00:00
487798,55+,M,News,Tablet,South,0,15.48,2023-01-20 19:19:00+00:00
412921,55+,M,Finance,Web,South,0,15.48,2023-06-09 03:48:00+00:00
549280,45-54,M,Health,Mobile,West,1,15.48,2023-06-09 03:39:00+00:00
72274,45-54,F,Retail,Tablet,West,0,15.48,2023-01-20 19:11:00+00:00
405010,35-44,F,Housing,Tablet,Midwest,1,15.48,2023-04-10 15:57:00+00:00
239002,45-54,M,Auto,Mobile,West,1,15.48,2023-05-20 19:45:00+00:00
845704,25-34,F,Finance,Tablet,Southeast,0,15.48,2023-01-20 07:45:00+00:00
501907,45-54,M,Housing,Web,West,0,15.48,2023-03-01 23:25:00+00:00
638785,45-54,F,News,Web,West,0,15.48,2023-01-20 07:19:00+00:00
777439,25-34,F,Retail,Mobile,Southeast,1,15.48,2023-03-21 07:11:00+00:00
619732,25-34,F,Retail,Tablet,Southeast,0,15.48,2023-03-21 07:02:00+00:00
176866,18-24,M,News,Web,Northeast,0,15.48,2023-04-30 11:17:00+00:00
63484,45-54,M,Health,Tablet,West,0,15.48,2023-03-21 19:45:00+00:00
52003,55+,M,Finance,Mobile,South,0,15.48,2023-04-30 11:25:00+00:00
63379,25-34,F,Finance,Tablet,Southeast,0,15.48,2023-04-10 03:05:00+00:00
535459,55+,M,News,Web,South,0,15.48,2023-03-21 07:37:00+00:00
894823,45-54,F,Retail,Mobile,West,0,15.48,2023-06-29 11:25:00+00:00
776080,25-34,F,Retail,Mobile,Southeast,0,15.48,2023-04-10 15:48:00+00:00
896215,55+,F,Health,Tablet,South,0,15.48,2023-06-09 15:31:00+00:00
984454,25-34,M,Housing,Web,Southeast,1,15.48,2023-05-20 19:28:00+00:00
411271,55+,F,Health,Web,South,0,15.48,2023-05-20 19:54:00+00:00
660701,25-34,F,Housing,Tablet,Northeast,0,15.48,2023-03-21 19:54:00+00:00
551653,55+,M,Finance,Mobile,South,0,15.48,2023-06-09 15:57:00+00:00
804376,55+,F,Housing,Mobile,South,0,15.48,2023-04-10 03:48:00+00:00
240535,18-24,F,Health,Web,Northeast,0,15.48,2023-04-10 03:31:00+00:00
735427,45-54,M,Health,Mobile,West,0,15.48,2023-01-20 19:37:00+00:00
734065,55+,F,Housing,Web,South,0,15.48,2023-02-09 03:31:00+00:00
601282,55+,M,Finance,Web,South,0,15.48,2023-03-21 19:37:00+00:00
631066,45-54,M,Auto,Tablet,West,1,15.48,2023-06-29 23:42:00+00:00
640204,18-24,M,Finance,Web,Northeast,0,15.48,2023-02-09 03:05:00+00:00
247222,55+,M,Retail,Mobile,South,0,15.48,2023-01-20 07:45:00+00:00
47134,25-34,M,Health,Web,Southeast,0,15.48,2023-06-09 15:05:00+00:00
244957,55+,F,Housing,Mobile,South,1,15.48,2023-06-09 03:22:00+00:00
44194,18-24,M,Finance,Web,Northeast,0,15.48,2023-02-09 15:31:00+00:00
969478,35-44,F,Housing,Web,Midwest,0,15.48,2023-03-21 07:11:00+00:00
695575,35-44,M,Retail,Mobile,Midwest,1,15.48,2023-04-10 03:48:00+00:00
695749,35-44,F,Auto,Tablet,Midwest,0,15.48,2023-05-20 07:28:00+00:00
155098,55+,M,News,Mobile,South,0,15.48,2023-06-09 15:22:00+00:00
